#window.start	window.end	window.center	Gene	Population	nsnps.maf	maf,lower
157912879	158012879	157962879	GALNT5	Sindhi	14	0,857
167982253	168082253	168032253	B3GALT1	South.China	7	0,857
33579383	33679383	33629383	FUT10	Surui	7	0,857
100812055	100912055	100862055	GALNT12	Surui	21	0,857
100962055	101062055	101012055	GALNT12	Surui	7	0,857
174353751	174453751	174403751	GALNT7_17	Surui	7	0,857
131065942	131165942	131115942	GALNT9	Surui	7	0,857
158032879	158132879	158082879	GALNT5	Yakut	14	0,857
131065942	131165942	131115942	GALNT9	Yakut	7	0,857
100782055	100882055	100832055	GALNT12	Surui	27	0,852
32737013	32837013	32787013	B4GALT1	Japanese	20	0,850
228070183	228170183	228120183	GALNT2	Bedouin	13	0,846
151604698	151704698	151654698	GALNT11_15	Brahui	13	0,846
151634698	151734698	151684698	GALNT11_15	Brahui	13	0,846
151604698	151704698	151654698	GALNT11_15	Burusho	13	0,846
30012171	30112171	30062171	FUT12	Han	13	0,846
30042171	30142171	30092171	FUT12	Han	13	0,846
31150883	31250883	31200883	GALNT1	Karitiana	13	0,846
151604698	151704698	151654698	GALNT11_15	NAN.Melanesian	13	0,846
151604698	151704698	151654698	GALNT11_15	North.Italy	13	0,846
71006969	71106969	71056969	OGT	North.Italy	13	0,846
151604698	151704698	151654698	GALNT11_15	Palestinian	13	0,846
151634698	151734698	151684698	GALNT11_15	Palestinian	13	0,846
228100183	228200183	228150183	GALNT2	Palestinian	13	0,846
65951040	66051040	66001040	B3GNT1	Pima	13	0,846
151604698	151704698	151654698	GALNT11_15	Sindhi	13	0,846
228160183	228260183	228210183	GALNT2	Druze	19	0,842
157942879	158042879	157992879	GALNT5	North.East.China	19	0,842
153785529	153885529	153835529	GALNT10	Pima	19	0,842
32737013	32837013	32787013	B4GALT1	South.China	19	0,842
157972879	158072879	158022879	GALNT5	Adygei	24	0,833
191172115	191272115	191222115	B3GALT2	Balochi	6	0,833
157912879	158012879	157962879	GALNT5	Bedouin	12	0,833
70946969	71046969	70996969	OGT	Biaka.Pygmies	6	0,833
119487737	119587737	119537737	C1GALT1C1	Brahui	6	0,833
151634698	151734698	151684698	GALNT11_15	Burusho	12	0,833
33217013	33317013	33267013	B4GALT1	Colombian	6	0,833
96953842	97053842	97003842	FUT9	Colombian	12	0,833
96983842	97083842	97033842	FUT9	Colombian	6	0,833
134921015	135021015	134971015	SIAT4A	Colombian	6	0,833
72244592	72344592	72294592	SIAT7A_B	Colombian	6	0,833
151364698	151464698	151414698	GALNT11_15	Druze	6	0,833
151394698	151494698	151444698	GALNT11_15	Druze	6	0,833
228130183	228230183	228180183	GALNT2	Druze	18	0,833
53641528	53741528	53691528	FUT1_2	French	6	0,833
22397968	22497968	22447968	SIAT8A	French	6	0,833
68637775	68737775	68687775	GALNTL1	Han	6	0,833
191172115	191272115	191222115	B3GALT2	Hazara	6	0,833
68667775	68767775	68717775	GALNTL1	Japanese	6	0,833
70946969	71046969	70996969	OGT	Kalash	6	0,833
96953842	97053842	97003842	FUT9	Karitiana	12	0,833
96983842	97083842	97033842	FUT9	Karitiana	6	0,833
69311490	69411490	69361490	SIAT4B	Karitiana	12	0,833
151604698	151704698	151654698	GALNT11_15	Makrani	12	0,833
151634698	151734698	151684698	GALNT11_15	Makrani	12	0,833
159311585	159411585	159361585	B4GALT3	Mandenka	6	0,833
65891040	65991040	65941040	B3GNT1	Maya	6	0,833
94203691	94303691	94253691	FUT4	Maya	6	0,833
69311490	69411490	69361490	SIAT4B	Maya	12	0,833
69071490	69171490	69121490	SIAT4B	Mbuti.Pygmies	6	0,833
151634698	151734698	151684698	GALNT11_15	NAN.Melanesian	12	0,833
157882879	157982879	157932879	GALNT5	NAN.Melanesian	6	0,833
72214592	72314592	72264592	SIAT7A_B	NAN.Melanesian	6	0,833
157972879	158072879	158022879	GALNT5	North.East.China	24	0,833
68517775	68617775	68567775	GALNTL1	North.East.China	24	0,833
151634698	151734698	151684698	GALNT11_15	North.Italy	12	0,833
191172115	191272115	191222115	B3GALT2	North.West.China	6	0,833
22427968	22527968	22477968	SIAT8A	Palestinian	6	0,833
75165452	75265452	75215452	FUT11	Papuan	6	0,833
75525452	75625452	75575452	FUT11	Papuan	6	0,833
64968701	65068701	65018701	FUT8	Papuan	6	0,833
88548598	88648598	88598598	GALNT4	Papuan	6	0,833
22397968	22497968	22447968	SIAT8A	Pathan	6	0,833
33579383	33679383	33629383	FUT10	Pima	6	0,833
5982265	6082265	6032265	FUT5_6	Pima	6	0,833
228130183	228230183	228180183	GALNT2	Pima	6	0,833
191172115	191272115	191222115	B3GALT2	Russian	6	0,833
120103382	120203382	120153382	B4GALT4	Russian	12	0,833
151634698	151734698	151684698	GALNT11_15	Sindhi	12	0,833
68637775	68737775	68687775	GALNTL1	South.China	6	0,833
153815529	153915529	153865529	GALNT10	Surui	12	0,833
131035942	131135942	131085942	GALNT9	Surui	6	0,833
158062879	158162879	158112879	GALNT5	Yakut	12	0,833
158182879	158282879	158232879	GALNT5	Yakut	12	0,833
99815776	99915776	99865776	SIAT10	Yakut	12	0,833
71037650	71137650	71087650	WBSCR17	Karitiana	17	0,824
228160183	228260183	228210183	GALNT2	Maya	17	0,824
153815529	153915529	153865529	GALNT10	Pima	17	0,824
4453650	4553650	4503650	GALNT8	Pima	17	0,824
153575529	153675529	153625529	GALNT10	Surui	17	0,824
31286900	31386900	31336900	GALNT14	NAN.Melanesian	28	0,821
157912879	158012879	157962879	GALNT5	Adygei	11	0,818
151334698	151434698	151384698	GALNT11_15	Bedouin	11	0,818
228100183	228200183	228150183	GALNT2	Bedouin	11	0,818
157852879	157952879	157902879	GALNT5	Brahui	11	0,818
68967775	69067775	69017775	GALNTL1	Cambodian	11	0,818
43605707	43705707	43655707	SIAT6	Han	11	0,818
65028701	65128701	65078701	FUT8	Hazara	11	0,818
172823751	172923751	172873751	GALNT7_17	Hazara	11	0,818
153455529	153555529	153505529	GALNT10	Japanese	11	0,818
158182879	158282879	158232879	GALNT5	Japanese	11	0,818
93573691	93673691	93623691	FUT4	Karitiana	11	0,818
228190183	228290183	228240183	GALNT2	Karitiana	11	0,818
30192171	30292171	30242171	FUT12	Sindhi	11	0,818
43605707	43705707	43655707	SIAT6	South.China	11	0,818
100235776	100335776	100285776	SIAT10	Surui	11	0,818
100265776	100365776	100315776	SIAT10	Surui	11	0,818
68697775	68797775	68747775	GALNTL1	Yakut	11	0,818
94083691	94183691	94133691	FUT4	Bedouin	16	0,813
157432879	157532879	157482879	GALNT5	French	16	0,813
50361968	50461968	50411968	GALNT6	Maya	16	0,813
30042171	30142171	30092171	FUT12	North.West.China	16	0,813
165976007	166076007	166026007	GALNT3	Papuan	21	0,810
228100183	228200183	228150183	GALNT2	Balochi	10	0,800
172883751	172983751	172933751	GALNT7_17	Basque	10	0,800
68981490	69081490	69031490	SIAT4B	Bedouin	5	0,800
74985452	75085452	75035452	FUT11	Brahui	5	0,800
151394698	151494698	151444698	GALNT11_15	Burusho	5	0,800
45829454	45929454	45879454	FUT13	Cambodian	10	0,800
22457968	22557968	22507968	SIAT8A	Cambodian	5	0,800
22487968	22587968	22537968	SIAT8A	Cambodian	5	0,800
68637775	68737775	68687775	GALNTL1	Colombian	5	0,800
172823751	172923751	172873751	GALNT7_17	Druze	10	0,800
172883751	172983751	172933751	GALNT7_17	French	10	0,800
129711436	129811436	129761436	SIAT7D_F	French	10	0,800
22427968	22527968	22477968	SIAT8A	French	5	0,800
32737013	32837013	32787013	B4GALT1	Han	15	0,800
30072171	30172171	30122171	FUT12	Han	10	0,800
131005942	131105942	131055942	GALNT9	Han	5	0,800
68547775	68647775	68597775	GALNTL1	Han	10	0,800
17814449	17914449	17864449	SIAT8F	Han	5	0,800
64998701	65098701	65048701	FUT8	Hazara	10	0,800
99770916	99870916	99820916	SIAT8D	Japanese	5	0,800
17814449	17914449	17864449	SIAT8F	Japanese	5	0,800
33217013	33317013	33267013	B4GALT1	Kalash	5	0,800
151394698	151494698	151444698	GALNT11_15	Kalash	5	0,800
158032879	158132879	158082879	GALNT5	Kalash	10	0,800
121581370	121681370	121631370	B3GNT4	Karitiana	5	0,800
7316187	7416187	7366187	C1GALT1	Karitiana	25	0,800
31180883	31280883	31230883	GALNT1	Karitiana	15	0,800
154339031	154439031	154389031	GALNT13	Karitiana	5	0,800
44355707	44455707	44405707	SIAT6	Karitiana	5	0,800
94143691	94243691	94193691	FUT4	Maya	10	0,800
191172115	191272115	191222115	B3GALT2	Mozabite	5	0,800
159581585	159681585	159631585	B4GALT3	NAN.Melanesian	5	0,800
75225452	75325452	75275452	FUT11	NAN.Melanesian	5	0,800
75525452	75625452	75575452	FUT11	NAN.Melanesian	5	0,800
138954524	139054524	139004524	FUT7	NAN.Melanesian	5	0,800
151334698	151434698	151384698	GALNT11_15	NAN.Melanesian	5	0,800
173573751	173673751	173623751	GALNT7_17	NAN.Melanesian	10	0,800
68637775	68737775	68687775	GALNTL1	NAN.Melanesian	5	0,800
68697775	68797775	68747775	GALNTL1	NAN.Melanesian	5	0,800
134921015	135021015	134971015	SIAT4A	NAN.Melanesian	5	0,800
174413751	174513751	174463751	GALNT7_17	North.East.China	15	0,800
131005942	131105942	131055942	GALNT9	North.East.China	5	0,800
22427968	22527968	22477968	SIAT8A	North.East.China	5	0,800
17814449	17914449	17864449	SIAT8F	North.East.China	5	0,800
151394698	151494698	151444698	GALNT11_15	North.Italy	5	0,800
74985452	75085452	75035452	FUT11	Palestinian	5	0,800
151424698	151524698	151474698	GALNT11_15	Palestinian	10	0,800
151454698	151554698	151504698	GALNT11_15	Palestinian	10	0,800
75135452	75235452	75185452	FUT11	Papuan	5	0,800
93693691	93793691	93743691	FUT4	Papuan	5	0,800
5592265	5692265	5642265	FUT5_6	Papuan	5	0,800
65028701	65128701	65078701	FUT8	Papuan	5	0,800
88578598	88678598	88628598	GALNT4	Papuan	5	0,800
74139815	74239815	74189815	GCNT4	Papuan	10	0,800
134951015	135051015	135001015	SIAT4A	Papuan	5	0,800
22427968	22527968	22477968	SIAT8A	Pathan	5	0,800
22607968	22707968	22657968	SIAT8A	Pathan	5	0,800
99995776	100095776	100045776	SIAT10	Pima	5	0,800
74805452	74905452	74855452	FUT11	Russian	5	0,800
31750883	31850883	31800883	GALNT1	Sardinian	5	0,800
22397968	22497968	22447968	SIAT8A	Sardinian	5	0,800
157882879	157982879	157932879	GALNT5	Sindhi	10	0,800
30072171	30172171	30122171	FUT12	South.China	10	0,800
131005942	131105942	131055942	GALNT9	South.China	5	0,800
68547775	68647775	68597775	GALNTL1	South.China	10	0,800
94203691	94303691	94253691	FUT4	Surui	5	0,800
131005942	131105942	131055942	GALNT9	Yakut	5	0,800
76377338	76477338	76427338	SIAT7C_E	Yakut	35	0,800
129831436	129931436	129881436	SIAT7D_F	Yakut	15	0,800
121311370	121411370	121361370	B3GNT4	Yoruba	5	0,800
76257338	76357338	76307338	SIAT7C_E	Japanese	29	0,793
53132681	53232681	53182681	SIAT8C	North.East.China	29	0,793
157972879	158072879	158022879	GALNT5	Japanese	24	0,792
85882499	85982499	85932499	SIAT9	Karitiana	19	0,789
53462681	53562681	53512681	SIAT8C	NAN.Melanesian	19	0,789
39788604	39888604	39838604	B3GALT5	Pima	19	0,789
68727775	68827775	68777775	GALNTL1	Yakut	19	0,789
228070183	228170183	228120183	GALNT2	Balochi	14	0,786
57984828	58084828	58034828	GCNT3	Karitiana	14	0,786
191712115	191812115	191762115	B3GALT2	Papuan	14	0,786
45349454	45449454	45399454	FUT13	Papuan	14	0,786
65981040	66081040	66031040	B3GNT1	Pima	14	0,786
129831436	129931436	129881436	SIAT7D_F	Russian	14	0,786
158122879	158222879	158172879	GALNT5	South.China	14	0,786
69117775	69217775	69167775	GALNTL1	Adygei	9	0,778
100070916	100170916	100120916	SIAT8D	Adygei	18	0,778
151424698	151524698	151474698	GALNT11_15	Balochi	9	0,778
151454698	151554698	151504698	GALNT11_15	Balochi	9	0,778
66041040	66141040	66091040	B3GNT1	Bantu	9	0,778
66071040	66171040	66121040	B3GNT1	Bantu	9	0,778
228100183	228200183	228150183	GALNT2	Basque	9	0,778
151424698	151524698	151474698	GALNT11_15	Bedouin	9	0,778
151454698	151554698	151504698	GALNT11_15	Bedouin	9	0,778
76324680	76424680	76374680	B3GNT6	Biaka.Pygmies	9	0,778
151424698	151524698	151474698	GALNT11_15	Brahui	9	0,778
151454698	151554698	151504698	GALNT11_15	Brahui	9	0,778
65028701	65128701	65078701	FUT8	Cambodian	9	0,778
191172115	191272115	191222115	B3GALT2	Druze	9	0,778
172883751	172983751	172933751	GALNT7_17	Druze	9	0,778
77367338	77467338	77417338	SIAT7C_E	French	9	0,778
30072171	30172171	30122171	FUT12	Japanese	9	0,778
22517968	22617968	22567968	SIAT8A	Japanese	9	0,778
22547968	22647968	22597968	SIAT8A	Japanese	9	0,778
22577968	22677968	22627968	SIAT8A	Japanese	9	0,778
31660883	31760883	31710883	GALNT1	Kalash	9	0,778
71007650	71107650	71057650	WBSCR17	Karitiana	18	0,778
151334698	151434698	151384698	GALNT11_15	Makrani	9	0,778
151424698	151524698	151474698	GALNT11_15	Makrani	9	0,778
151454698	151554698	151504698	GALNT11_15	Makrani	9	0,778
22397968	22497968	22447968	SIAT8A	Mozabite	9	0,778
75255452	75355452	75305452	FUT11	NAN.Melanesian	9	0,778
54001528	54101528	54051528	FUT1_2	NAN.Melanesian	9	0,778
158122879	158222879	158172879	GALNT5	NAN.Melanesian	9	0,778
154609031	154709031	154659031	GALNT13	North.East.China	9	0,778
22577968	22677968	22627968	SIAT8A	North.East.China	9	0,778
228100183	228200183	228150183	GALNT2	North.Italy	9	0,778
53162681	53262681	53212681	SIAT8C	North.Italy	27	0,778
68667775	68767775	68717775	GALNTL1	North.West.China	9	0,778
172883751	172983751	172933751	GALNT7_17	Orcadian	9	0,778
74169815	74269815	74219815	GCNT4	Papuan	9	0,778
33369383	33469383	33419383	FUT10	Pima	9	0,778
33669383	33769383	33719383	FUT10	Pima	9	0,778
172883751	172983751	172933751	GALNT7_17	Russian	9	0,778
77367338	77467338	77417338	SIAT7C_E	Sardinian	9	0,778
94143691	94243691	94193691	FUT4	Surui	9	0,778
31316900	31416900	31366900	GALNT14	Surui	9	0,778
49881968	49981968	49931968	GALNT6	Surui	9	0,778
64998701	65098701	65048701	FUT8	Yakut	9	0,778
