#window.start	window.end	window.center	Gene	Population	nsnps.maf	maf,upper
74985452	75085452	75035452	FUT11	Bantu	5	0,80
75045452	75145452	75095452	FUT11	Bantu	5	0,80
119517737	119617737	119567737	C1GALT1C1	Cambodian	5	0,80
97043842	97143842	97093842	FUT9	Cambodian	5	0,80
191382115	191482115	191432115	B3GALT2	Colombian	5	0,80
159191585	159291585	159241585	B4GALT3	Colombian	10	0,80
93573691	93673691	93623691	FUT4	Colombian	10	0,80
31526900	31626900	31576900	GALNT14	Colombian	5	0,80
173573751	173673751	173623751	GALNT7_17	Colombian	10	0,80
121581370	121681370	121631370	B3GNT4	Han	5	0,80
121581370	121681370	121631370	B3GNT4	Japanese	5	0,80
159191585	159291585	159241585	B4GALT3	Karitiana	10	0,80
151334698	151434698	151384698	GALNT11_15	Karitiana	5	0,80
151484698	151584698	151534698	GALNT11_15	Karitiana	5	0,80
21977968	22077968	22027968	SIAT8A	Karitiana	5	0,80
42714475	42814475	42764475	SIAT8E	Mandenka	5	0,80
33729383	33829383	33779383	FUT10	Mbuti.Pygmies	5	0,80
159641585	159741585	159691585	B4GALT3	NAN.Melanesian	5	0,80
93573691	93673691	93623691	FUT4	North.Italy	10	0,80
120921370	121021370	120971370	B3GNT4	Papuan	5	0,80
120951370	121051370	121001370	B3GNT4	Papuan	5	0,80
75015452	75115452	75065452	FUT11	Papuan	5	0,80
75045452	75145452	75095452	FUT11	Papuan	5	0,80
33189383	33289383	33239383	FUT10	Pathan	10	0,80
159641585	159741585	159691585	B4GALT3	Pima	5	0,80
33039383	33139383	33089383	FUT10	Sardinian	5	0,80
5712265	5812265	5762265	FUT5_6	Surui	5	0,80
131575942	131675942	131625942	GALNT9	Surui	5	0,80
70917650	71017650	70967650	WBSCR17	Surui	10	0,80
121581370	121681370	121631370	B3GNT4	Yakut	5	0,80
65891040	65991040	65941040	B3GNT1	Yoruba	5	0,80
33489383	33589383	33539383	FUT10	Adygei	15	0,80
33489383	33589383	33539383	FUT10	Bedouin	15	0,80
33489383	33589383	33539383	FUT10	Druze	15	0,80
42234475	42334475	42284475	SIAT8E	Karitiana	20	0,80
121491370	121591370	121541370	B3GNT4	Maya	10	0,80
168192253	168292253	168242253	B3GALT1	Surui	20	0,80
33159383	33259383	33209383	FUT10	Balochi	15	0,80
33459383	33559383	33509383	FUT10	Druze	15	0,80
33459383	33559383	33509383	FUT10	French	15	0,80
33219383	33319383	33269383	FUT10	Palestinian	15	0,80
42774475	42874475	42824475	SIAT8E	Pathan	15	0,80
42804475	42904475	42854475	SIAT8E	Adygei	15	0,80
42714475	42814475	42764475	SIAT8E	Balochi	5	0,80
119457737	119557737	119507737	C1GALT1C1	Colombian	5	0,80
138954524	139054524	139004524	FUT7	Colombian	10	0,80
100430916	100530916	100480916	SIAT8D	Colombian	5	0,80
100490916	100590916	100540916	SIAT8D	Colombian	5	0,80
65831040	65931040	65881040	B3GNT1	French	5	0,80
191352115	191452115	191402115	B3GALT2	Kalash	5	0,80
30312171	30412171	30362171	FUT12	Kalash	5	0,80
42684475	42784475	42734475	SIAT8E	Makrani	5	0,80
42714475	42814475	42764475	SIAT8E	Makrani	5	0,80
154519031	154619031	154569031	GALNT13	NAN.Melanesian	10	0,80
191352115	191452115	191402115	B3GALT2	North.East.China	5	0,80
191352115	191452115	191402115	B3GALT2	North.West.China	5	0,80
33277013	33377013	33327013	B4GALT1	Papuan	5	0,80
42654475	42754475	42704475	SIAT8E	Pathan	5	0,80
42684475	42784475	42734475	SIAT8E	Pathan	5	0,80
42654475	42754475	42704475	SIAT8E	Sindhi	5	0,80
42684475	42784475	42734475	SIAT8E	Sindhi	5	0,80
191352115	191452115	191402115	B3GALT2	Yakut	5	0,80
43635707	43735707	43685707	SIAT6	Adygei	14	0,79
43635707	43735707	43685707	SIAT6	Druze	14	0,79
71704592	71804592	71754592	SIAT7A_B	Han	14	0,79
33519383	33619383	33569383	FUT10	Hazara	14	0,79
99605776	99705776	99655776	SIAT10	NAN.Melanesian	14	0,79
166036007	166136007	166086007	GALNT3	Surui	14	0,79
33519383	33619383	33569383	FUT10	Brahui	14	0,79
62210589	62310589	62260589	B3GNT2	Colombian	14	0,79
155299031	155399031	155349031	GALNT13	Pima	28	0,79
173303751	173403751	173353751	GALNT7_17	Adygei	9	0,78
174113751	174213751	174163751	GALNT7_17	Colombian	9	0,78
33609383	33709383	33659383	FUT10	French	9	0,78
173303751	173403751	173353751	GALNT7_17	French	9	0,78
173303751	173403751	173353751	GALNT7_17	Orcadian	9	0,78
32977013	33077013	33027013	B4GALT1	Papuan	9	0,78
70077650	70177650	70127650	WBSCR17	Pima	9	0,78
33549383	33649383	33599383	FUT10	Sindhi	9	0,78
57564828	57664828	57614828	GCNT3	Surui	9	0,78
77097338	77197338	77147338	SIAT7C_E	Surui	9	0,78
96263842	96363842	96313842	FUT9	Adygei	9	0,78
33609383	33709383	33659383	FUT10	Brahui	9	0,78
33669383	33769383	33719383	FUT10	Brahui	9	0,78
119607737	119707737	119657737	C1GALT1C1	Orcadian	9	0,78
33549383	33649383	33599383	FUT10	Pathan	9	0,78
31270883	31370883	31320883	GALNT1	Surui	18	0,78
96263842	96363842	96313842	FUT9	Makrani	9	0,78
131185942	131285942	131235942	GALNT9	Surui	22	0,77
173333751	173433751	173383751	GALNT7_17	Adygei	13	0,77
173543751	173643751	173593751	GALNT7_17	Colombian	13	0,77
173363751	173463751	173413751	GALNT7_17	Druze	13	0,77
191082115	191182115	191132115	B3GALT2	Maya	13	0,77
173333751	173433751	173383751	GALNT7_17	Orcadian	13	0,77
129921436	130021436	129971436	SIAT7D_F	Papuan	13	0,77
173363751	173463751	173413751	GALNT7_17	Adygei	13	0,77
33249383	33349383	33299383	FUT10	Pathan	13	0,77
70017650	70117650	70067650	WBSCR17	Pima	13	0,77
33279383	33379383	33329383	FUT10	Pathan	13	0,77
42744475	42844475	42794475	SIAT8E	Druze	13	0,77
7526187	7626187	7576187	C1GALT1	Japanese	17	0,76
33159383	33259383	33209383	FUT10	Palestinian	17	0,76
86242499	86342499	86292499	SIAT9	Druze	21	0,76
86272499	86372499	86322499	SIAT9	Druze	21	0,76
77367338	77467338	77417338	SIAT7C_E	Bantu	8	0,75
66101040	66201040	66151040	B3GNT1	Bedouin	4	0,75
119877737	119977737	119927737	C1GALT1C1	Bedouin	4	0,75
96953842	97053842	97003842	FUT9	Cambodian	8	0,75
97013842	97113842	97063842	FUT9	Cambodian	4	0,75
191322115	191422115	191372115	B3GALT2	Colombian	4	0,75
191352115	191452115	191402115	B3GALT2	Colombian	4	0,75
76234680	76334680	76284680	B3GNT6	Colombian	8	0,75
64968701	65068701	65018701	FUT8	Colombian	4	0,75
64998701	65098701	65048701	FUT8	Colombian	8	0,75
85642499	85742499	85692499	SIAT9	Colombian	4	0,75
33639383	33739383	33689383	FUT10	French	8	0,75
191322115	191422115	191372115	B3GALT2	Han	4	0,75
121401370	121501370	121451370	B3GNT4	Han	4	0,75
191322115	191422115	191372115	B3GALT2	Hazara	4	0,75
121251370	121351370	121301370	B3GNT4	Japanese	4	0,75
121401370	121501370	121451370	B3GNT4	Japanese	4	0,75
191262115	191362115	191312115	B3GALT2	Kalash	4	0,75
68907775	69007775	68957775	GALNTL1	Kalash	8	0,75
76234680	76334680	76284680	B3GNT6	Karitiana	8	0,75
191322115	191422115	191372115	B3GALT2	Maya	4	0,75
191352115	191452115	191402115	B3GALT2	Maya	4	0,75
139014524	139114524	139064524	FUT7	Maya	8	0,75
33309383	33409383	33359383	FUT10	NAN.Melanesian	12	0,75
119877737	119977737	119927737	C1GALT1C1	North.West.China	4	0,75
76714680	76814680	76764680	B3GNT6	Orcadian	4	0,75
76744680	76844680	76794680	B3GNT6	Orcadian	4	0,75
66101040	66201040	66151040	B3GNT1	Palestinian	4	0,75
65831040	65931040	65881040	B3GNT1	Papuan	4	0,75
32917013	33017013	32967013	B4GALT1	Papuan	4	0,75
74985452	75085452	75035452	FUT11	Papuan	4	0,75
75075452	75175452	75125452	FUT11	Papuan	4	0,75
166426007	166526007	166476007	GALNT3	Papuan	12	0,75
30342171	30442171	30392171	FUT12	Pima	4	0,75
99770916	99870916	99820916	SIAT8D	Pima	4	0,75
70047650	70147650	70097650	WBSCR17	Pima	8	0,75
191322115	191422115	191372115	B3GALT2	South.China	4	0,75
76234680	76334680	76284680	B3GNT6	South.China	8	0,75
184182970	184282970	184232970	B3GNT5	Surui	4	0,75
30342171	30442171	30392171	FUT12	Surui	4	0,75
138894524	138994524	138944524	FUT7	Surui	8	0,75
77067338	77167338	77117338	SIAT7C_E	Surui	8	0,75
99770916	99870916	99820916	SIAT8D	Surui	4	0,75
99830916	99930916	99880916	SIAT8D	Surui	4	0,75
99860916	99960916	99910916	SIAT8D	Surui	4	0,75
76234680	76334680	76284680	B3GNT6	Yakut	8	0,75
119877737	119977737	119927737	C1GALT1C1	Yakut	4	0,75
33579383	33679383	33629383	FUT10	Yakut	8	0,75
68787775	68887775	68837775	GALNTL1	Colombian	16	0,75
68517775	68617775	68567775	GALNTL1	Pima	12	0,75
168222253	168322253	168272253	B3GALT1	Surui	24	0,75
100542055	100642055	100592055	GALNT12	Papuan	20	0,75
76234680	76334680	76284680	B3GNT6	Adygei	8	0,75
76234680	76334680	76284680	B3GNT6	Balochi	8	0,75
119967737	120067737	120017737	C1GALT1C1	Basque	8	0,75
33639383	33739383	33689383	FUT10	Brahui	8	0,75
33579383	33679383	33629383	FUT10	Burusho	8	0,75
62180589	62280589	62230589	B3GNT2	Colombian	8	0,75
33099383	33199383	33149383	FUT10	Colombian	8	0,75
174053751	174153751	174103751	GALNT7_17	Colombian	8	0,75
173153751	173253751	173203751	GALNT7_17	Karitiana	8	0,75
43725707	43825707	43775707	SIAT6	Karitiana	16	0,75
119577737	119677737	119627737	C1GALT1C1	Orcadian	8	0,75
166006007	166106007	166056007	GALNT3	Pima	16	0,75
119577737	119677737	119627737	C1GALT1C1	Yakut	8	0,75
62240589	62340589	62290589	B3GNT2	Colombian	12	0,75
173723751	173823751	173773751	GALNT7_17	Druze	12	0,75
93573691	93673691	93623691	FUT4	French	12	0,75
33699383	33799383	33749383	FUT10	Brahui	8	0,75
33699383	33799383	33749383	FUT10	Burusho	8	0,75
68757775	68857775	68807775	GALNTL1	Colombian	12	0,75
100460916	100560916	100510916	SIAT8D	Colombian	4	0,75
119877737	119977737	119927737	C1GALT1C1	Druze	4	0,75
119877737	119977737	119927737	C1GALT1C1	French	4	0,75
30252171	30352171	30302171	FUT12	Kalash	4	0,75
151364698	151464698	151414698	GALNT11_15	Karitiana	4	0,75
151394698	151494698	151444698	GALNT11_15	Karitiana	4	0,75
74559815	74659815	74609815	GCNT4	Karitiana	8	0,75
154249031	154349031	154299031	GALNT13	NAN.Melanesian	16	0,75
173483751	173583751	173533751	GALNT7_17	NAN.Melanesian	8	0,75
22397968	22497968	22447968	SIAT8A	NAN.Melanesian	4	0,75
172703751	172803751	172753751	GALNT7_17	North.East.China	16	0,75
66101040	66201040	66151040	B3GNT1	Pathan	4	0,75
33699383	33799383	33749383	FUT10	Russian	8	0,75
174533751	174633751	174583751	GALNT7_17	Surui	4	0,75
191202115	191302115	191252115	B3GALT2	Yakut	4	0,75
191232115	191332115	191282115	B3GALT2	Yakut	4	0,75
191262115	191362115	191312115	B3GALT2	Yakut	4	0,75
154879031	154979031	154929031	GALNT13	Pima	23	0,74
43785707	43885707	43835707	SIAT6	Pima	19	0,74
42204475	42304475	42254475	SIAT8E	Maya	19	0,74
43725707	43825707	43775707	SIAT6	Maya	19	0,74
166366007	166466007	166416007	GALNT3	Papuan	15	0,73
166396007	166496007	166446007	GALNT3	Papuan	15	0,73
33489383	33589383	33539383	FUT10	Brahui	15	0,73
33489383	33589383	33539383	FUT10	Sardinian	15	0,73
54031528	54131528	54081528	FUT1_2	Surui	15	0,73
33459383	33559383	33509383	FUT10	Bedouin	15	0,73
42774475	42874475	42824475	SIAT8E	Bedouin	15	0,73
33309383	33409383	33359383	FUT10	Sindhi	15	0,73
42774475	42874475	42824475	SIAT8E	Karitiana	15	0,73
33249383	33349383	33299383	FUT10	Colombian	11	0,73
66071040	66171040	66121040	B3GNT1	French	11	0,73
66071040	66171040	66121040	B3GNT1	North.West.China	11	0,73
166456007	166556007	166506007	GALNT3	Papuan	11	0,73
66071040	66171040	66121040	B3GNT1	Pathan	11	0,73
77187338	77287338	77237338	SIAT7C_E	Surui	11	0,73
21947968	22047968	21997968	SIAT8A	Basque	11	0,73
77097338	77197338	77147338	SIAT7C_E	Kalash	11	0,73
174083751	174183751	174133751	GALNT7_17	Karitiana	11	0,73
31450883	31550883	31500883	GALNT1	Orcadian	11	0,73
66071040	66171040	66121040	B3GNT1	Palestinian	11	0,73
121131370	121231370	121181370	B3GNT4	Papuan	11	0,73
86242499	86342499	86292499	SIAT9	Pathan	22	0,73
86272499	86372499	86322499	SIAT9	Pathan	22	0,73
174563751	174663751	174613751	GALNT7_17	Pima	11	0,73
66071040	66171040	66121040	B3GNT1	Yakut	11	0,73
66071040	66171040	66121040	B3GNT1	Bedouin	11	0,73
74169815	74269815	74219815	GCNT4	Maya	11	0,73
33399383	33499383	33449383	FUT10	South.China	11	0,73
100145776	100245776	100195776	SIAT10	Maya	11	0,73
