# window.start	window.end	window.center	Gene	Population	nsnps,daf	daf,upper
129591436	129691436	129641436	SIAT7D_F	Brahui	16	0.1875
129621436	129721436	129671436	SIAT7D_F	Brahui	16	0.1875
129651436	129751436	129701436	SIAT7D_F	Brahui	18	0.055555556
129681436	129781436	129731436	SIAT7D_F	Brahui	13	0.076923077
129711436	129811436	129761436	SIAT7D_F	Brahui	13	0.153846154
129741436	129841436	129791436	SIAT7D_F	Brahui	17	0.294117647
129771436	129871436	129821436	SIAT7D_F	Brahui	17	0.294117647
129801436	129901436	129851436	SIAT7D_F	Brahui	22	0.181818182
129831436	129931436	129881436	SIAT7D_F	Brahui	17	0.117647059
129861436	129961436	129911436	SIAT7D_F	Brahui	16	0.125
129891436	129991436	129941436	SIAT7D_F	Brahui	16	0.125
129921436	130021436	129971436	SIAT7D_F	Brahui	15	0.133333333
129951436	130051436	130001436	SIAT7D_F	Brahui	18	0.055555556
129981436	130081436	130031436	SIAT7D_F	Brahui	17	0.058823529
130011436	130111436	130061436	SIAT7D_F	Brahui	14	0
21857968	21957968	21907968	SIAT8A	Brahui	24	0.125
21887968	21987968	21937968	SIAT8A	Brahui	20	0.05
21917968	22017968	21967968	SIAT8A	Brahui	17	0.058823529
21947968	22047968	21997968	SIAT8A	Brahui	11	0.181818182
21977968	22077968	22027968	SIAT8A	Brahui	10	0.2
22007968	22107968	22057968	SIAT8A	Brahui	15	0.133333333
22037968	22137968	22087968	SIAT8A	Brahui	30	0.133333333
22067968	22167968	22117968	SIAT8A	Brahui	31	0.064516129
22097968	22197968	22147968	SIAT8A	Brahui	29	0.068965517
22127968	22227968	22177968	SIAT8A	Brahui	24	0.083333333
22157968	22257968	22207968	SIAT8A	Brahui	21	0.095238095
22187968	22287968	22237968	SIAT8A	Brahui	22	0.136363636
22217968	22317968	22267968	SIAT8A	Brahui	27	0.111111111
22247968	22347968	22297968	SIAT8A	Brahui	27	0.074074074
22277968	22377968	22327968	SIAT8A	Brahui	22	0
22307968	22407968	22357968	SIAT8A	Brahui	18	0.166666667
22337968	22437968	22387968	SIAT8A	Brahui	11	0.363636364
22367968	22467968	22417968	SIAT8A	Brahui	9	0.555555556
22397968	22497968	22447968	SIAT8A	Brahui	8	0.625
22427968	22527968	22477968	SIAT8A	Brahui	8	0.375
22457968	22557968	22507968	SIAT8A	Brahui	11	0.090909091
22487968	22587968	22537968	SIAT8A	Brahui	10	0.1
22517968	22617968	22567968	SIAT8A	Brahui	10	0
22547968	22647968	22597968	SIAT8A	Brahui	9	0
22577968	22677968	22627968	SIAT8A	Brahui	8	0.125
22607968	22707968	22657968	SIAT8A	Brahui	8	0.25
22637968	22737968	22687968	SIAT8A	Brahui	10	0.2
22667968	22767968	22717968	SIAT8A	Brahui	19	0.105263158
22697968	22797968	22747968	SIAT8A	Brahui	20	0.05
90338449	90438449	90388449	SIAT8B	Brahui	37	0.054054054
90368449	90468449	90418449	SIAT8B	Brahui	29	0.137931034
90398449	90498449	90448449	SIAT8B	Brahui	29	0.172413793
90428449	90528449	90478449	SIAT8B	Brahui	36	0.25
90458449	90558449	90508449	SIAT8B	Brahui	37	0.189189189
90488449	90588449	90538449	SIAT8B	Brahui	38	0.184210526
90518449	90618449	90568449	SIAT8B	Brahui	33	0.151515152
90548449	90648449	90598449	SIAT8B	Brahui	23	0.086956522
90578449	90678449	90628449	SIAT8B	Brahui	29	0.103448276
90608449	90708449	90658449	SIAT8B	Brahui	30	0.1
90638449	90738449	90688449	SIAT8B	Brahui	34	0.176470588
90668449	90768449	90718449	SIAT8B	Brahui	30	0.133333333
90698449	90798449	90748449	SIAT8B	Brahui	40	0.1
90728449	90828449	90778449	SIAT8B	Brahui	50	0.1
90758449	90858449	90808449	SIAT8B	Brahui	46	0.086956522
90788449	90888449	90838449	SIAT8B	Brahui	50	0.08
90818449	90918449	90868449	SIAT8B	Brahui	49	0.040816327
90848449	90948449	90898449	SIAT8B	Brahui	51	0.058823529
90878449	90978449	90928449	SIAT8B	Brahui	44	0.068181818
90908449	91008449	90958449	SIAT8B	Brahui	34	0.117647059
90938449	91038449	90988449	SIAT8B	Brahui	30	0.1
90968449	91068449	91018449	SIAT8B	Brahui	25	0.04
90998449	91098449	91048449	SIAT8B	Brahui	27	0
91028449	91128449	91078449	SIAT8B	Brahui	19	0
91058449	91158449	91108449	SIAT8B	Brahui	17	0.058823529
91088449	91188449	91138449	SIAT8B	Brahui	9	0.111111111
91118449	91218449	91168449	SIAT8B	Brahui	9	0.111111111
52772681	52872681	52822681	SIAT8C	Brahui	35	0.171428571
52802681	52902681	52852681	SIAT8C	Brahui	36	0.027777778
52832681	52932681	52882681	SIAT8C	Brahui	35	0.057142857
52862681	52962681	52912681	SIAT8C	Brahui	30	0.066666667
52892681	52992681	52942681	SIAT8C	Brahui	22	0.090909091
52922681	53022681	52972681	SIAT8C	Brahui	19	0.052631579
52952681	53052681	53002681	SIAT8C	Brahui	18	0.055555556
52982681	53082681	53032681	SIAT8C	Brahui	19	0.052631579
53012681	53112681	53062681	SIAT8C	Brahui	17	0
53042681	53142681	53092681	SIAT8C	Brahui	14	0.142857143
53072681	53172681	53122681	SIAT8C	Brahui	16	0.3125
53102681	53202681	53152681	SIAT8C	Brahui	22	0.227272727
53132681	53232681	53182681	SIAT8C	Brahui	26	0.230769231
53162681	53262681	53212681	SIAT8C	Brahui	25	0.12
53192681	53292681	53242681	SIAT8C	Brahui	21	0.095238095
53222681	53322681	53272681	SIAT8C	Brahui	30	0.2
53252681	53352681	53302681	SIAT8C	Brahui	36	0.138888889
53282681	53382681	53332681	SIAT8C	Brahui	46	0.086956522
53312681	53412681	53362681	SIAT8C	Brahui	43	0
53342681	53442681	53392681	SIAT8C	Brahui	36	0
53372681	53472681	53422681	SIAT8C	Brahui	29	0
53402681	53502681	53452681	SIAT8C	Brahui	25	0
53432681	53532681	53482681	SIAT8C	Brahui	29	0.034482759
53462681	53562681	53512681	SIAT8C	Brahui	27	0.037037037
53492681	53592681	53542681	SIAT8C	Brahui	23	0.043478261
99770916	99870916	99820916	SIAT8D	Brahui	7	0.142857143
99800916	99900916	99850916	SIAT8D	Brahui	6	0
99830916	99930916	99880916	SIAT8D	Brahui	5	0
99860916	99960916	99910916	SIAT8D	Brahui	6	0.166666667
99890916	99990916	99940916	SIAT8D	Brahui	15	0.2
99920916	100020916	99970916	SIAT8D	Brahui	14	0.214285714
99950916	100050916	100000916	SIAT8D	Brahui	15	0.133333333
99980916	100080916	100030916	SIAT8D	Brahui	13	0.076923077
100010916	100110916	100060916	SIAT8D	Brahui	14	0
100040916	100140916	100090916	SIAT8D	Brahui	17	0
100070916	100170916	100120916	SIAT8D	Brahui	22	0
100100916	100200916	100150916	SIAT8D	Brahui	21	0
100130916	100230916	100180916	SIAT8D	Brahui	15	0
100160916	100260916	100210916	SIAT8D	Brahui	15	0
100190916	100290916	100240916	SIAT8D	Brahui	14	0
100220916	100320916	100270916	SIAT8D	Brahui	13	0
100250916	100350916	100300916	SIAT8D	Brahui	13	0
100280916	100380916	100330916	SIAT8D	Brahui	9	0
100310916	100410916	100360916	SIAT8D	Brahui	10	0
100340916	100440916	100390916	SIAT8D	Brahui	9	0
100370916	100470916	100420916	SIAT8D	Brahui	8	0
100400916	100500916	100450916	SIAT8D	Brahui	6	0.166666667
100430916	100530916	100480916	SIAT8D	Brahui	6	0.166666667
100460916	100560916	100510916	SIAT8D	Brahui	6	0.166666667
100490916	100590916	100540916	SIAT8D	Brahui	10	0
100520916	100620916	100570916	SIAT8D	Brahui	14	0
100550916	100650916	100600916	SIAT8D	Brahui	18	0
100580916	100680916	100630916	SIAT8D	Brahui	18	0
42114475	42214475	42164475	SIAT8E	Brahui	30	0.1
42144475	42244475	42194475	SIAT8E	Brahui	32	0.1875
42174475	42274475	42224475	SIAT8E	Brahui	31	0.322580645
42204475	42304475	42254475	SIAT8E	Brahui	28	0.285714286
42234475	42334475	42284475	SIAT8E	Brahui	23	0.260869565
42264475	42364475	42314475	SIAT8E	Brahui	29	0.103448276
42294475	42394475	42344475	SIAT8E	Brahui	42	0.047619048
42324475	42424475	42374475	SIAT8E	Brahui	41	0.12195122
42354475	42454475	42404475	SIAT8E	Brahui	45	0.155555556
42384475	42484475	42434475	SIAT8E	Brahui	43	0.209302326
42414475	42514475	42464475	SIAT8E	Brahui	45	0.177777778
42444475	42544475	42494475	SIAT8E	Brahui	46	0.065217391
42474475	42574475	42524475	SIAT8E	Brahui	45	0
42504475	42604475	42554475	SIAT8E	Brahui	37	0.027027027
42534475	42634475	42584475	SIAT8E	Brahui	29	0.172413793
42564475	42664475	42614475	SIAT8E	Brahui	23	0.260869565
42594475	42694475	42644475	SIAT8E	Brahui	14	0.428571429
42624475	42724475	42674475	SIAT8E	Brahui	10	0.4
42654475	42754475	42704475	SIAT8E	Brahui	7	0.285714286
42684475	42784475	42734475	SIAT8E	Brahui	5	0
42714475	42814475	42764475	SIAT8E	Brahui	4	0
42744475	42844475	42794475	SIAT8E	Brahui	11	0
42774475	42874475	42824475	SIAT8E	Brahui	14	0
42804475	42904475	42854475	SIAT8E	Brahui	17	0.058823529
42834475	42934475	42884475	SIAT8E	Brahui	11	0.090909091
42864475	42964475	42914475	SIAT8E	Brahui	10	0.1
42894475	42994475	42944475	SIAT8E	Brahui	9	0
17004449	17104449	17054449	SIAT8F	Brahui	64	0.125
17034449	17134449	17084449	SIAT8F	Brahui	62	0.112903226
17064449	17164449	17114449	SIAT8F	Brahui	42	0.119047619
17094449	17194449	17144449	SIAT8F	Brahui	33	0.060606061
17124449	17224449	17174449	SIAT8F	Brahui	31	0.096774194
17154449	17254449	17204449	SIAT8F	Brahui	32	0.03125
17184449	17284449	17234449	SIAT8F	Brahui	28	0.071428571
17214449	17314449	17264449	SIAT8F	Brahui	25	0.12
17244449	17344449	17294449	SIAT8F	Brahui	22	0.272727273
17274449	17374449	17324449	SIAT8F	Brahui	27	0.333333333
17304449	17404449	17354449	SIAT8F	Brahui	31	0.225806452
17334449	17434449	17384449	SIAT8F	Brahui	33	0.121212121
17364449	17464449	17414449	SIAT8F	Brahui	38	0.052631579
17394449	17494449	17444449	SIAT8F	Brahui	29	0
17424449	17524449	17474449	SIAT8F	Brahui	33	0.03030303
17454449	17554449	17504449	SIAT8F	Brahui	22	0.090909091
17484449	17584449	17534449	SIAT8F	Brahui	36	0.055555556
17514449	17614449	17564449	SIAT8F	Brahui	34	0.058823529
17544449	17644449	17594449	SIAT8F	Brahui	36	0.027777778
17574449	17674449	17624449	SIAT8F	Brahui	30	0.033333333
17604449	17704449	17654449	SIAT8F	Brahui	30	0.033333333
17634449	17734449	17684449	SIAT8F	Brahui	28	0
17664449	17764449	17714449	SIAT8F	Brahui	24	0
17694449	17794449	17744449	SIAT8F	Brahui	22	0.045454545
17724449	17824449	17774449	SIAT8F	Brahui	22	0.136363636
17754449	17854449	17804449	SIAT8F	Brahui	17	0.176470588
17784449	17884449	17834449	SIAT8F	Brahui	12	0.166666667
17814449	17914449	17864449	SIAT8F	Brahui	4	0.5
17844449	17944449	17894449	SIAT8F	Brahui	2	0
85522499	85622499	85572499	SIAT9	Brahui	21	0.095238095
85552499	85652499	85602499	SIAT9	Brahui	14	0
85582499	85682499	85632499	SIAT9	Brahui	20	0.05
85612499	85712499	85662499	SIAT9	Brahui	17	0.117647059
85642499	85742499	85692499	SIAT9	Brahui	17	0.117647059
85672499	85772499	85722499	SIAT9	Brahui	15	0.133333333
85702499	85802499	85752499	SIAT9	Brahui	23	0.086956522
85732499	85832499	85782499	SIAT9	Brahui	30	0.033333333
85762499	85862499	85812499	SIAT9	Brahui	30	0.033333333
85792499	85892499	85842499	SIAT9	Brahui	29	0.103448276
85822499	85922499	85872499	SIAT9	Brahui	31	0.129032258
85852499	85952499	85902499	SIAT9	Brahui	30	0.133333333
85882499	85982499	85932499	SIAT9	Brahui	24	0.083333333
85912499	86012499	85962499	SIAT9	Brahui	19	0
85942499	86042499	85992499	SIAT9	Brahui	19	0
85972499	86072499	86022499	SIAT9	Brahui	12	0
86002499	86102499	86052499	SIAT9	Brahui	10	0
86032499	86132499	86082499	SIAT9	Brahui	8	0
86062499	86162499	86112499	SIAT9	Brahui	9	0.111111111
86092499	86192499	86142499	SIAT9	Brahui	13	0.153846154
86122499	86222499	86172499	SIAT9	Brahui	16	0.25
86152499	86252499	86202499	SIAT9	Brahui	17	0.176470588
86182499	86282499	86232499	SIAT9	Brahui	18	0.166666667
86212499	86312499	86262499	SIAT9	Brahui	20	0.05
86242499	86342499	86292499	SIAT9	Brahui	20	0.05
86272499	86372499	86322499	SIAT9	Brahui	20	0.05
69837650	69937650	69887650	WBSCR17	Brahui	34	0.058823529
69867650	69967650	69917650	WBSCR17	Brahui	26	0.115384615
69897650	69997650	69947650	WBSCR17	Brahui	17	0.058823529
69927650	70027650	69977650	WBSCR17	Brahui	18	0.111111111
69957650	70057650	70007650	WBSCR17	Brahui	19	0.157894737
69987650	70087650	70037650	WBSCR17	Brahui	17	0.235294118
70017650	70117650	70067650	WBSCR17	Brahui	19	0.157894737
70047650	70147650	70097650	WBSCR17	Brahui	15	0.2
70077650	70177650	70127650	WBSCR17	Brahui	19	0.210526316
70107650	70207650	70157650	WBSCR17	Brahui	19	0.157894737
70137650	70237650	70187650	WBSCR17	Brahui	24	0.208333333
70167650	70267650	70217650	WBSCR17	Brahui	22	0.227272727
70197650	70297650	70247650	WBSCR17	Brahui	25	0.2
70227650	70327650	70277650	WBSCR17	Brahui	24	0.125
70257650	70357650	70307650	WBSCR17	Brahui	34	0.088235294
70287650	70387650	70337650	WBSCR17	Brahui	38	0.078947368
70317650	70417650	70367650	WBSCR17	Brahui	40	0.05
70347650	70447650	70397650	WBSCR17	Brahui	34	0.029411765
70377650	70477650	70427650	WBSCR17	Brahui	35	0.028571429
70407650	70507650	70457650	WBSCR17	Brahui	24	0.041666667
70437650	70537650	70487650	WBSCR17	Brahui	28	0.071428571
70467650	70567650	70517650	WBSCR17	Brahui	26	0.038461538
70497650	70597650	70547650	WBSCR17	Brahui	25	0.12
70527650	70627650	70577650	WBSCR17	Brahui	21	0.095238095
70557650	70657650	70607650	WBSCR17	Brahui	22	0.090909091
70587650	70687650	70637650	WBSCR17	Brahui	30	0
70617650	70717650	70667650	WBSCR17	Brahui	32	0
70647650	70747650	70697650	WBSCR17	Brahui	31	0.032258065
70677650	70777650	70727650	WBSCR17	Brahui	31	0.064516129
70707650	70807650	70757650	WBSCR17	Brahui	27	0.111111111
70737650	70837650	70787650	WBSCR17	Brahui	28	0.107142857
70767650	70867650	70817650	WBSCR17	Brahui	20	0.2
70797650	70897650	70847650	WBSCR17	Brahui	23	0.304347826
70827650	70927650	70877650	WBSCR17	Brahui	15	0.466666667
70857650	70957650	70907650	WBSCR17	Brahui	12	0.5
70887650	70987650	70937650	WBSCR17	Brahui	15	0.333333333
70917650	71017650	70967650	WBSCR17	Brahui	16	0.25
70947650	71047650	70997650	WBSCR17	Brahui	22	0.227272727
70977650	71077650	71027650	WBSCR17	Brahui	27	0.222222222
71007650	71107650	71057650	WBSCR17	Brahui	25	0.24
71037650	71137650	71087650	WBSCR17	Brahui	24	0.208333333
71067650	71167650	71117650	WBSCR17	Brahui	17	0.235294118
71097650	71197650	71147650	WBSCR17	Brahui	18	0.111111111
71127650	71227650	71177650	WBSCR17	Brahui	15	0.066666667
167982253	168082253	168032253	B3GALT1	Burusho	11	0.181818182
168012253	168112253	168062253	B3GALT1	Burusho	12	0.166666667
168042253	168142253	168092253	B3GALT1	Burusho	15	0
168072253	168172253	168122253	B3GALT1	Burusho	22	0.045454545
168102253	168202253	168152253	B3GALT1	Burusho	25	0.12
168132253	168232253	168182253	B3GALT1	Burusho	29	0.24137931
168162253	168262253	168212253	B3GALT1	Burusho	32	0.25
168192253	168292253	168242253	B3GALT1	Burusho	37	0.189189189
168222253	168322253	168272253	B3GALT1	Burusho	43	0.11627907
168252253	168352253	168302253	B3GALT1	Burusho	39	0.076923077
168282253	168382253	168332253	B3GALT1	Burusho	39	0.179487179
168312253	168412253	168362253	B3GALT1	Burusho	24	0.25
168342253	168442253	168392253	B3GALT1	Burusho	25	0.24
168372253	168472253	168422253	B3GALT1	Burusho	18	0.111111111
168402253	168502253	168452253	B3GALT1	Burusho	18	0.111111111
168432253	168532253	168482253	B3GALT1	Burusho	17	0.058823529
168462253	168562253	168512253	B3GALT1	Burusho	17	0.058823529
168492253	168592253	168542253	B3GALT1	Burusho	15	0.133333333
168522253	168622253	168572253	B3GALT1	Burusho	16	0.125
168552253	168652253	168602253	B3GALT1	Burusho	16	0.25
168582253	168682253	168632253	B3GALT1	Burusho	18	0.166666667
168612253	168712253	168662253	B3GALT1	Burusho	23	0.173913043
168642253	168742253	168692253	B3GALT1	Burusho	33	0.121212121
168672253	168772253	168722253	B3GALT1	Burusho	30	0.066666667
168702253	168802253	168752253	B3GALT1	Burusho	31	0.064516129
168732253	168832253	168782253	B3GALT1	Burusho	22	0.090909091
191022115	191122115	191072115	B3GALT2	Burusho	17	0.176470588
191052115	191152115	191102115	B3GALT2	Burusho	11	0.454545455
191082115	191182115	191132115	B3GALT2	Burusho	13	0.384615385
191112115	191212115	191162115	B3GALT2	Burusho	12	0.333333333
191142115	191242115	191192115	B3GALT2	Burusho	9	0.333333333
191172115	191272115	191222115	B3GALT2	Burusho	3	0.333333333
191202115	191302115	191252115	B3GALT2	Burusho	4	0
191232115	191332115	191282115	B3GALT2	Burusho	4	0
191262115	191362115	191312115	B3GALT2	Burusho	3	0
191292115	191392115	191342115	B3GALT2	Burusho	2	0
191322115	191422115	191372115	B3GALT2	Burusho	4	0
191352115	191452115	191402115	B3GALT2	Burusho	6	0.166666667
191382115	191482115	191432115	B3GALT2	Burusho	8	0.125
191412115	191512115	191462115	B3GALT2	Burusho	5	0.2
191442115	191542115	191492115	B3GALT2	Burusho	3	0
191472115	191572115	191522115	B3GALT2	Burusho	7	0
191502115	191602115	191552115	B3GALT2	Burusho	7	0
191532115	191632115	191582115	B3GALT2	Burusho	7	0
191562115	191662115	191612115	B3GALT2	Burusho	7	0
191592115	191692115	191642115	B3GALT2	Burusho	6	0.166666667
191622115	191722115	191672115	B3GALT2	Burusho	16	0.125
191652115	191752115	191702115	B3GALT2	Burusho	23	0.086956522
191682115	191782115	191732115	B3GALT2	Burusho	26	0.076923077
191712115	191812115	191762115	B3GALT2	Burusho	20	0
191742115	191842115	191792115	B3GALT2	Burusho	12	0.166666667
39458604	39558604	39508604	B3GALT5	Burusho	12	0
39488604	39588604	39538604	B3GALT5	Burusho	10	0
39518604	39618604	39568604	B3GALT5	Burusho	7	0
39548604	39648604	39598604	B3GALT5	Burusho	12	0
39578604	39678604	39628604	B3GALT5	Burusho	12	0.166666667
39608604	39708604	39658604	B3GALT5	Burusho	18	0.111111111
39638604	39738604	39688604	B3GALT5	Burusho	17	0.176470588
39668604	39768604	39718604	B3GALT5	Burusho	20	0.1
39698604	39798604	39748604	B3GALT5	Burusho	17	0.058823529
39728604	39828604	39778604	B3GALT5	Burusho	21	0.047619048
39758604	39858604	39808604	B3GALT5	Burusho	23	0.043478261
39788604	39888604	39838604	B3GALT5	Burusho	26	0.076923077
39818604	39918604	39868604	B3GALT5	Burusho	33	0.03030303
39848604	39948604	39898604	B3GALT5	Burusho	30	0.033333333
39878604	39978604	39928604	B3GALT5	Burusho	37	0.027027027
39908604	40008604	39958604	B3GALT5	Burusho	35	0.085714286
39938604	40038604	39988604	B3GALT5	Burusho	36	0.083333333
39968604	40068604	40018604	B3GALT5	Burusho	37	0.054054054
39998604	40098604	40048604	B3GALT5	Burusho	34	0.058823529
40028604	40128604	40078604	B3GALT5	Burusho	29	0.068965517
40058604	40158604	40108604	B3GALT5	Burusho	32	0.125
40088604	40188604	40138604	B3GALT5	Burusho	32	0.15625
40118604	40218604	40168604	B3GALT5	Burusho	48	0.1875
40148604	40248604	40198604	B3GALT5	Burusho	48	0.145833333
40178604	40278604	40228604	B3GALT5	Burusho	51	0.117647059
40208604	40308604	40258604	B3GALT5	Burusho	43	0.11627907
40238604	40338604	40288604	B3GALT5	Burusho	39	0.051282051
40268604	40368604	40318604	B3GALT5	Burusho	34	0.058823529
65471040	65571040	65521040	B3GNT1	Burusho	16	0
65501040	65601040	65551040	B3GNT1	Burusho	17	0
65531040	65631040	65581040	B3GNT1	Burusho	13	0
65561040	65661040	65611040	B3GNT1	Burusho	10	0.2
65591040	65691040	65641040	B3GNT1	Burusho	9	0.333333333
65621040	65721040	65671040	B3GNT1	Burusho	9	0.333333333
65651040	65751040	65701040	B3GNT1	Burusho	8	0.25
65681040	65781040	65731040	B3GNT1	Burusho	7	0.142857143
65711040	65811040	65761040	B3GNT1	Burusho	6	0.166666667
65741040	65841040	65791040	B3GNT1	Burusho	10	0.1
65771040	65871040	65821040	B3GNT1	Burusho	8	0.125
65801040	65901040	65851040	B3GNT1	Burusho	8	0.125
65831040	65931040	65881040	B3GNT1	Burusho	5	0.2
65861040	65961040	65911040	B3GNT1	Burusho	7	0.142857143
65891040	65991040	65941040	B3GNT1	Burusho	6	0
65921040	66021040	65971040	B3GNT1	Burusho	9	0
65951040	66051040	66001040	B3GNT1	Burusho	11	0
65981040	66081040	66031040	B3GNT1	Burusho	13	0
66011040	66111040	66061040	B3GNT1	Burusho	18	0
66041040	66141040	66091040	B3GNT1	Burusho	12	0
66071040	66171040	66121040	B3GNT1	Burusho	10	0
66101040	66201040	66151040	B3GNT1	Burusho	3	0
66131040	66231040	66181040	B3GNT1	Burusho	2	0.5
66161040	66261040	66211040	B3GNT1	Burusho	3	0.333333333
61880589	61980589	61930589	B3GNT2	Burusho	16	0.0625
61910589	62010589	61960589	B3GNT2	Burusho	11	0.090909091
61940589	62040589	61990589	B3GNT2	Burusho	8	0.25
61970589	62070589	62020589	B3GNT2	Burusho	7	0.428571429
62000589	62100589	62050589	B3GNT2	Burusho	8	0.25
62030589	62130589	62080589	B3GNT2	Burusho	9	0.111111111
62060589	62160589	62110589	B3GNT2	Burusho	7	0.142857143
62090589	62190589	62140589	B3GNT2	Burusho	5	0.2
62120589	62220589	62170589	B3GNT2	Burusho	4	0.5
62150589	62250589	62200589	B3GNT2	Burusho	6	0.833333333
62180589	62280589	62230589	B3GNT2	Burusho	7	0.714285714
62210589	62310589	62260589	B3GNT2	Burusho	12	0.416666667
62240589	62340589	62290589	B3GNT2	Burusho	13	0.153846154
62270589	62370589	62320589	B3GNT2	Burusho	16	0.125
62300589	62400589	62350589	B3GNT2	Burusho	18	0.055555556
62330589	62430589	62380589	B3GNT2	Burusho	16	0
62360589	62460589	62410589	B3GNT2	Burusho	16	0.0625
62390589	62490589	62440589	B3GNT2	Burusho	14	0.071428571
62420589	62520589	62470589	B3GNT2	Burusho	17	0.058823529
62450589	62550589	62500589	B3GNT2	Burusho	22	0.045454545
62480589	62580589	62530589	B3GNT2	Burusho	24	0.041666667
62510589	62610589	62560589	B3GNT2	Burusho	26	0.038461538
62540589	62640589	62590589	B3GNT2	Burusho	23	0.130434783
62570589	62670589	62620589	B3GNT2	Burusho	23	0.130434783
62600589	62700589	62650589	B3GNT2	Burusho	25	0.12
17367176	17467176	17417176	B3GNT3	Burusho	18	0.055555556
17397176	17497176	17447176	B3GNT3	Burusho	20	0.05
17427176	17527176	17477176	B3GNT3	Burusho	19	0.052631579
17457176	17557176	17507176	B3GNT3	Burusho	15	0
17487176	17587176	17537176	B3GNT3	Burusho	15	0.066666667
17517176	17617176	17567176	B3GNT3	Burusho	16	0.0625
17547176	17647176	17597176	B3GNT3	Burusho	24	0.083333333
17577176	17677176	17627176	B3GNT3	Burusho	22	0.045454545
17607176	17707176	17657176	B3GNT3	Burusho	25	0.04
17637176	17737176	17687176	B3GNT3	Burusho	20	0.1
17667176	17767176	17717176	B3GNT3	Burusho	19	0.105263158
17697176	17797176	17747176	B3GNT3	Burusho	21	0.095238095
17727176	17827176	17777176	B3GNT3	Burusho	23	0.043478261
17757176	17857176	17807176	B3GNT3	Burusho	19	0.052631579
17787176	17887176	17837176	B3GNT3	Burusho	19	0.105263158
17817176	17917176	17867176	B3GNT3	Burusho	20	0.1
17847176	17947176	17897176	B3GNT3	Burusho	17	0.058823529
17877176	17977176	17927176	B3GNT3	Burusho	19	0
17907176	18007176	17957176	B3GNT3	Burusho	18	0.055555556
17937176	18037176	17987176	B3GNT3	Burusho	17	0.058823529
17967176	18067176	18017176	B3GNT3	Burusho	18	0.055555556
17997176	18097176	18047176	B3GNT3	Burusho	18	0
18027176	18127176	18077176	B3GNT3	Burusho	19	0
18057176	18157176	18107176	B3GNT3	Burusho	15	0.066666667
18087176	18187176	18137176	B3GNT3	Burusho	17	0.058823529
120861370	120961370	120911370	B3GNT4	Burusho	10	0
120891370	120991370	120941370	B3GNT4	Burusho	7	0
120921370	121021370	120971370	B3GNT4	Burusho	5	0
120951370	121051370	121001370	B3GNT4	Burusho	4	0
120981370	121081370	121031370	B3GNT4	Burusho	0	NA
121011370	121111370	121061370	B3GNT4	Burusho	0	NA
121041370	121141370	121091370	B3GNT4	Burusho	0	NA
121071370	121171370	121121370	B3GNT4	Burusho	0	NA
121101370	121201370	121151370	B3GNT4	Burusho	5	0
121131370	121231370	121181370	B3GNT4	Burusho	9	0
121161370	121261370	121211370	B3GNT4	Burusho	16	0.0625
121191370	121291370	121241370	B3GNT4	Burusho	15	0.066666667
121221370	121321370	121271370	B3GNT4	Burusho	12	0.083333333
121251370	121351370	121301370	B3GNT4	Burusho	6	0.166666667
121281370	121381370	121331370	B3GNT4	Burusho	9	0.111111111
121311370	121411370	121361370	B3GNT4	Burusho	8	0.125
121341370	121441370	121391370	B3GNT4	Burusho	7	0.142857143
121371370	121471370	121421370	B3GNT4	Burusho	3	0
121401370	121501370	121451370	B3GNT4	Burusho	3	0
121431370	121531370	121481370	B3GNT4	Burusho	4	0
121461370	121561370	121511370	B3GNT4	Burusho	6	0
121491370	121591370	121541370	B3GNT4	Burusho	8	0
121521370	121621370	121571370	B3GNT4	Burusho	9	0
121551370	121651370	121601370	B3GNT4	Burusho	7	0
121581370	121681370	121631370	B3GNT4	Burusho	4	0
184062970	184162970	184112970	B3GNT5	Burusho	11	0.181818182
184092970	184192970	184142970	B3GNT5	Burusho	10	0.2
184122970	184222970	184172970	B3GNT5	Burusho	11	0.272727273
184152970	184252970	184202970	B3GNT5	Burusho	9	0.333333333
184182970	184282970	184232970	B3GNT5	Burusho	10	0.5
184212970	184312970	184262970	B3GNT5	Burusho	10	0.5
184242970	184342970	184292970	B3GNT5	Burusho	16	0.625
184272970	184372970	184322970	B3GNT5	Burusho	24	0.625
184302970	184402970	184352970	B3GNT5	Burusho	22	0.590909091
184332970	184432970	184382970	B3GNT5	Burusho	21	0.523809524
184362970	184462970	184412970	B3GNT5	Burusho	15	0.266666667
184392970	184492970	184442970	B3GNT5	Burusho	16	0.3125
184422970	184522970	184472970	B3GNT5	Burusho	23	0.260869565
184452970	184552970	184502970	B3GNT5	Burusho	21	0.333333333
184482970	184582970	184532970	B3GNT5	Burusho	27	0.333333333
184512970	184612970	184562970	B3GNT5	Burusho	27	0.333333333
184542970	184642970	184592970	B3GNT5	Burusho	24	0.291666667
184572970	184672970	184622970	B3GNT5	Burusho	25	0.16
184602970	184702970	184652970	B3GNT5	Burusho	32	0.09375
184632970	184732970	184682970	B3GNT5	Burusho	33	0.121212121
184662970	184762970	184712970	B3GNT5	Burusho	33	0.151515152
184692970	184792970	184742970	B3GNT5	Burusho	20	0.3
184722970	184822970	184772970	B3GNT5	Burusho	21	0.380952381
184752970	184852970	184802970	B3GNT5	Burusho	21	0.380952381
184782970	184882970	184832970	B3GNT5	Burusho	17	0.352941176
