# window.start	window.end	window.center	Gene	Population	nsnps.maf	maf,lower
157612879	157712879	157662879	GALNT5	Biaka.Pygmies	6	0.5
157642879	157742879	157692879	GALNT5	Biaka.Pygmies	8	0.5
157672879	157772879	157722879	GALNT5	Biaka.Pygmies	12	0.5
157702879	157802879	157752879	GALNT5	Biaka.Pygmies	15	0.4
157732879	157832879	157782879	GALNT5	Biaka.Pygmies	16	0.375
157762879	157862879	157812879	GALNT5	Biaka.Pygmies	16	0.375
157792879	157892879	157842879	GALNT5	Biaka.Pygmies	15	0.4
157822879	157922879	157872879	GALNT5	Biaka.Pygmies	13	0.230769231
157852879	157952879	157902879	GALNT5	Biaka.Pygmies	9	0.222222222
157882879	157982879	157932879	GALNT5	Biaka.Pygmies	8	0.125
157912879	158012879	157962879	GALNT5	Biaka.Pygmies	13	0.076923077
157942879	158042879	157992879	GALNT5	Biaka.Pygmies	18	0.111111111
157972879	158072879	158022879	GALNT5	Biaka.Pygmies	25	0.16
158002879	158102879	158052879	GALNT5	Biaka.Pygmies	18	0.166666667
158032879	158132879	158082879	GALNT5	Biaka.Pygmies	17	0.294117647
158062879	158162879	158112879	GALNT5	Biaka.Pygmies	13	0.230769231
158092879	158192879	158142879	GALNT5	Biaka.Pygmies	12	0.25
158122879	158222879	158172879	GALNT5	Biaka.Pygmies	13	0.230769231
158152879	158252879	158202879	GALNT5	Biaka.Pygmies	14	0.214285714
158182879	158282879	158232879	GALNT5	Biaka.Pygmies	15	0.2
49641968	49741968	49691968	GALNT6	Biaka.Pygmies	15	0.133333333
49671968	49771968	49721968	GALNT6	Biaka.Pygmies	16	0.0625
49701968	49801968	49751968	GALNT6	Biaka.Pygmies	19	0.052631579
49731968	49831968	49781968	GALNT6	Biaka.Pygmies	19	0.157894737
49761968	49861968	49811968	GALNT6	Biaka.Pygmies	16	0.1875
49791968	49891968	49841968	GALNT6	Biaka.Pygmies	15	0.333333333
49821968	49921968	49871968	GALNT6	Biaka.Pygmies	13	0.230769231
49851968	49951968	49901968	GALNT6	Biaka.Pygmies	14	0.214285714
49881968	49981968	49931968	GALNT6	Biaka.Pygmies	13	0.076923077
49911968	50011968	49961968	GALNT6	Biaka.Pygmies	15	0.066666667
49941968	50041968	49991968	GALNT6	Biaka.Pygmies	22	0.090909091
49971968	50071968	50021968	GALNT6	Biaka.Pygmies	31	0.225806452
50001968	50101968	50051968	GALNT6	Biaka.Pygmies	30	0.233333333
50031968	50131968	50081968	GALNT6	Biaka.Pygmies	30	0.2
50061968	50161968	50111968	GALNT6	Biaka.Pygmies	21	0.142857143
50091968	50191968	50141968	GALNT6	Biaka.Pygmies	16	0.0625
50121968	50221968	50171968	GALNT6	Biaka.Pygmies	15	0.066666667
50151968	50251968	50201968	GALNT6	Biaka.Pygmies	15	0.2
50181968	50281968	50231968	GALNT6	Biaka.Pygmies	14	0.142857143
50211968	50311968	50261968	GALNT6	Biaka.Pygmies	11	0.272727273
50241968	50341968	50291968	GALNT6	Biaka.Pygmies	10	0.2
50271968	50371968	50321968	GALNT6	Biaka.Pygmies	12	0.333333333
50301968	50401968	50351968	GALNT6	Biaka.Pygmies	14	0.357142857
50331968	50431968	50381968	GALNT6	Biaka.Pygmies	10	0.4
50361968	50461968	50411968	GALNT6	Biaka.Pygmies	13	0.538461538
50391968	50491968	50441968	GALNT6	Biaka.Pygmies	11	0.636363636
172583751	172683751	172633751	GALNT7_17	Biaka.Pygmies	16	0.125
172613751	172713751	172663751	GALNT7_17	Biaka.Pygmies	18	0.166666667
172643751	172743751	172693751	GALNT7_17	Biaka.Pygmies	24	0.125
172673751	172773751	172723751	GALNT7_17	Biaka.Pygmies	25	0.12
172703751	172803751	172753751	GALNT7_17	Biaka.Pygmies	26	0.115384615
172733751	172833751	172783751	GALNT7_17	Biaka.Pygmies	19	0.105263158
172763751	172863751	172813751	GALNT7_17	Biaka.Pygmies	15	0.133333333
172793751	172893751	172843751	GALNT7_17	Biaka.Pygmies	11	0.090909091
172823751	172923751	172873751	GALNT7_17	Biaka.Pygmies	12	0.166666667
172853751	172953751	172903751	GALNT7_17	Biaka.Pygmies	14	0.142857143
172883751	172983751	172933751	GALNT7_17	Biaka.Pygmies	11	0.272727273
172913751	173013751	172963751	GALNT7_17	Biaka.Pygmies	13	0.076923077
172943751	173043751	172993751	GALNT7_17	Biaka.Pygmies	19	0.105263158
172973751	173073751	173023751	GALNT7_17	Biaka.Pygmies	20	0.1
173003751	173103751	173053751	GALNT7_17	Biaka.Pygmies	18	0.055555556
173033751	173133751	173083751	GALNT7_17	Biaka.Pygmies	23	0.086956522
173063751	173163751	173113751	GALNT7_17	Biaka.Pygmies	27	0.037037037
173093751	173193751	173143751	GALNT7_17	Biaka.Pygmies	32	0.09375
173123751	173223751	173173751	GALNT7_17	Biaka.Pygmies	31	0.129032258
173153751	173253751	173203751	GALNT7_17	Biaka.Pygmies	30	0.2
173183751	173283751	173233751	GALNT7_17	Biaka.Pygmies	25	0.4
173213751	173313751	173263751	GALNT7_17	Biaka.Pygmies	19	0.368421053
173243751	173343751	173293751	GALNT7_17	Biaka.Pygmies	13	0.384615385
173273751	173373751	173323751	GALNT7_17	Biaka.Pygmies	10	0.4
173303751	173403751	173353751	GALNT7_17	Biaka.Pygmies	13	0.307692308
173333751	173433751	173383751	GALNT7_17	Biaka.Pygmies	17	0.176470588
173363751	173463751	173413751	GALNT7_17	Biaka.Pygmies	17	0.117647059
173393751	173493751	173443751	GALNT7_17	Biaka.Pygmies	17	0.176470588
173423751	173523751	173473751	GALNT7_17	Biaka.Pygmies	15	0.133333333
173453751	173553751	173503751	GALNT7_17	Biaka.Pygmies	13	0.230769231
173483751	173583751	173533751	GALNT7_17	Biaka.Pygmies	17	0.176470588
173513751	173613751	173563751	GALNT7_17	Biaka.Pygmies	18	0.166666667
173543751	173643751	173593751	GALNT7_17	Biaka.Pygmies	15	0.2
173573751	173673751	173623751	GALNT7_17	Biaka.Pygmies	15	0.2
173603751	173703751	173653751	GALNT7_17	Biaka.Pygmies	15	0.266666667
173633751	173733751	173683751	GALNT7_17	Biaka.Pygmies	19	0.157894737
173663751	173763751	173713751	GALNT7_17	Biaka.Pygmies	14	0.142857143
173693751	173793751	173743751	GALNT7_17	Biaka.Pygmies	13	0.076923077
173723751	173823751	173773751	GALNT7_17	Biaka.Pygmies	12	0.083333333
173753751	173853751	173803751	GALNT7_17	Biaka.Pygmies	16	0.125
173783751	173883751	173833751	GALNT7_17	Biaka.Pygmies	20	0.1
173813751	173913751	173863751	GALNT7_17	Biaka.Pygmies	21	0.047619048
173843751	173943751	173893751	GALNT7_17	Biaka.Pygmies	23	0.130434783
173873751	173973751	173923751	GALNT7_17	Biaka.Pygmies	16	0.1875
173903751	174003751	173953751	GALNT7_17	Biaka.Pygmies	19	0.315789474
173933751	174033751	173983751	GALNT7_17	Biaka.Pygmies	18	0.222222222
173963751	174063751	174013751	GALNT7_17	Biaka.Pygmies	19	0.157894737
173993751	174093751	174043751	GALNT7_17	Biaka.Pygmies	15	0.133333333
174023751	174123751	174073751	GALNT7_17	Biaka.Pygmies	14	0.071428571
174053751	174153751	174103751	GALNT7_17	Biaka.Pygmies	11	0.272727273
174083751	174183751	174133751	GALNT7_17	Biaka.Pygmies	16	0.1875
174113751	174213751	174163751	GALNT7_17	Biaka.Pygmies	13	0.153846154
174143751	174243751	174193751	GALNT7_17	Biaka.Pygmies	13	0.230769231
174173751	174273751	174223751	GALNT7_17	Biaka.Pygmies	14	0.5
174203751	174303751	174253751	GALNT7_17	Biaka.Pygmies	17	0.529411765
174233751	174333751	174283751	GALNT7_17	Biaka.Pygmies	19	0.368421053
174263751	174363751	174313751	GALNT7_17	Biaka.Pygmies	21	0.19047619
174293751	174393751	174343751	GALNT7_17	Biaka.Pygmies	25	0.12
174323751	174423751	174373751	GALNT7_17	Biaka.Pygmies	19	0.157894737
174353751	174453751	174403751	GALNT7_17	Biaka.Pygmies	15	0.2
174383751	174483751	174433751	GALNT7_17	Biaka.Pygmies	9	0.111111111
174413751	174513751	174463751	GALNT7_17	Biaka.Pygmies	13	0.230769231
174443751	174543751	174493751	GALNT7_17	Biaka.Pygmies	11	0.272727273
174473751	174573751	174523751	GALNT7_17	Biaka.Pygmies	11	0.272727273
174503751	174603751	174553751	GALNT7_17	Biaka.Pygmies	12	0.25
174533751	174633751	174583751	GALNT7_17	Biaka.Pygmies	12	0.25
174563751	174663751	174613751	GALNT7_17	Biaka.Pygmies	17	0.294117647
174593751	174693751	174643751	GALNT7_17	Biaka.Pygmies	24	0.333333333
174623751	174723751	174673751	GALNT7_17	Biaka.Pygmies	25	0.28
174653751	174753751	174703751	GALNT7_17	Biaka.Pygmies	26	0.307692308
174683751	174783751	174733751	GALNT7_17	Biaka.Pygmies	24	0.25
174713751	174813751	174763751	GALNT7_17	Biaka.Pygmies	16	0.3125
174743751	174843751	174793751	GALNT7_17	Biaka.Pygmies	25	0.28
174773751	174873751	174823751	GALNT7_17	Biaka.Pygmies	27	0.148148148
174803751	174903751	174853751	GALNT7_17	Biaka.Pygmies	26	0.153846154
4303650	4403650	4353650	GALNT8	Biaka.Pygmies	46	0.195652174
4333650	4433650	4383650	GALNT8	Biaka.Pygmies	42	0.214285714
4363650	4463650	4413650	GALNT8	Biaka.Pygmies	39	0.153846154
4393650	4493650	4443650	GALNT8	Biaka.Pygmies	26	0.115384615
4423650	4523650	4473650	GALNT8	Biaka.Pygmies	21	0.142857143
4453650	4553650	4503650	GALNT8	Biaka.Pygmies	25	0.32
4483650	4583650	4533650	GALNT8	Biaka.Pygmies	27	0.333333333
4513650	4613650	4563650	GALNT8	Biaka.Pygmies	37	0.297297297
4543650	4643650	4593650	GALNT8	Biaka.Pygmies	44	0.25
4573650	4673650	4623650	GALNT8	Biaka.Pygmies	35	0.228571429
4603650	4703650	4653650	GALNT8	Biaka.Pygmies	32	0.25
4633650	4733650	4683650	GALNT8	Biaka.Pygmies	24	0.25
4663650	4763650	4713650	GALNT8	Biaka.Pygmies	21	0.285714286
4693650	4793650	4743650	GALNT8	Biaka.Pygmies	24	0.375
4723650	4823650	4773650	GALNT8	Biaka.Pygmies	36	0.333333333
4753650	4853650	4803650	GALNT8	Biaka.Pygmies	45	0.288888889
4783650	4883650	4833650	GALNT8	Biaka.Pygmies	47	0.212765957
4813650	4913650	4863650	GALNT8	Biaka.Pygmies	37	0.162162162
4843650	4943650	4893650	GALNT8	Biaka.Pygmies	35	0.142857143
4873650	4973650	4923650	GALNT8	Biaka.Pygmies	37	0.216216216
4903650	5003650	4953650	GALNT8	Biaka.Pygmies	44	0.272727273
4933650	5033650	4983650	GALNT8	Biaka.Pygmies	65	0.307692308
4963650	5063650	5013650	GALNT8	Biaka.Pygmies	60	0.25
4993650	5093650	5043650	GALNT8	Biaka.Pygmies	57	0.210526316
5023650	5123650	5073650	GALNT8	Biaka.Pygmies	43	0.186046512
5053650	5153650	5103650	GALNT8	Biaka.Pygmies	38	0.236842105
130855942	130955942	130905942	GALNT9	Biaka.Pygmies	11	0.181818182
130885942	130985942	130935942	GALNT9	Biaka.Pygmies	10	0.3
130915942	131015942	130965942	GALNT9	Biaka.Pygmies	8	0.25
130945942	131045942	130995942	GALNT9	Biaka.Pygmies	6	0.333333333
130975942	131075942	131025942	GALNT9	Biaka.Pygmies	5	0
131005942	131105942	131055942	GALNT9	Biaka.Pygmies	4	0
131035942	131135942	131085942	GALNT9	Biaka.Pygmies	7	0
131065942	131165942	131115942	GALNT9	Biaka.Pygmies	7	0
131095942	131195942	131145942	GALNT9	Biaka.Pygmies	12	0.083333333
131125942	131225942	131175942	GALNT9	Biaka.Pygmies	12	0.083333333
131155942	131255942	131205942	GALNT9	Biaka.Pygmies	23	0.043478261
131185942	131285942	131235942	GALNT9	Biaka.Pygmies	24	0.125
131215942	131315942	131265942	GALNT9	Biaka.Pygmies	19	0.105263158
131245942	131345942	131295942	GALNT9	Biaka.Pygmies	14	0.142857143
131275942	131375942	131325942	GALNT9	Biaka.Pygmies	0	NA
131305942	131405942	131355942	GALNT9	Biaka.Pygmies	0	NA
131335942	131435942	131385942	GALNT9	Biaka.Pygmies	0	NA
131365942	131465942	131415942	GALNT9	Biaka.Pygmies	0	NA
131395942	131495942	131445942	GALNT9	Biaka.Pygmies	0	NA
131425942	131525942	131475942	GALNT9	Biaka.Pygmies	1	0
131455942	131555942	131505942	GALNT9	Biaka.Pygmies	13	0.076923077
131485942	131585942	131535942	GALNT9	Biaka.Pygmies	19	0.052631579
131515942	131615942	131565942	GALNT9	Biaka.Pygmies	20	0.05
131545942	131645942	131595942	GALNT9	Biaka.Pygmies	11	0.090909091
131575942	131675942	131625942	GALNT9	Biaka.Pygmies	15	0.266666667
131605942	131705942	131655942	GALNT9	Biaka.Pygmies	18	0.222222222
131635942	131735942	131685942	GALNT9	Biaka.Pygmies	22	0.181818182
131665942	131765942	131715942	GALNT9	Biaka.Pygmies	20	0.15
131695942	131795942	131745942	GALNT9	Biaka.Pygmies	13	0.153846154
68397775	68497775	68447775	GALNTL1	Biaka.Pygmies	45	0.288888889
68427775	68527775	68477775	GALNTL1	Biaka.Pygmies	35	0.285714286
68457775	68557775	68507775	GALNTL1	Biaka.Pygmies	37	0.243243243
68487775	68587775	68537775	GALNTL1	Biaka.Pygmies	27	0.111111111
68517775	68617775	68567775	GALNTL1	Biaka.Pygmies	18	0.111111111
68547775	68647775	68597775	GALNTL1	Biaka.Pygmies	8	0.375
68577775	68677775	68627775	GALNTL1	Biaka.Pygmies	7	0.428571429
68607775	68707775	68657775	GALNTL1	Biaka.Pygmies	8	0.375
68637775	68737775	68687775	GALNTL1	Biaka.Pygmies	9	0.222222222
68667775	68767775	68717775	GALNTL1	Biaka.Pygmies	8	0.125
68697775	68797775	68747775	GALNTL1	Biaka.Pygmies	9	0.222222222
68727775	68827775	68777775	GALNTL1	Biaka.Pygmies	17	0.294117647
68757775	68857775	68807775	GALNTL1	Biaka.Pygmies	24	0.375
68787775	68887775	68837775	GALNTL1	Biaka.Pygmies	27	0.444444444
68817775	68917775	68867775	GALNTL1	Biaka.Pygmies	27	0.407407407
68847775	68947775	68897775	GALNTL1	Biaka.Pygmies	24	0.458333333
68877775	68977775	68927775	GALNTL1	Biaka.Pygmies	15	0.333333333
68907775	69007775	68957775	GALNTL1	Biaka.Pygmies	8	0.25
68937775	69037775	68987775	GALNTL1	Biaka.Pygmies	11	0.181818182
68967775	69067775	69017775	GALNTL1	Biaka.Pygmies	15	0.2
68997775	69097775	69047775	GALNTL1	Biaka.Pygmies	18	0.277777778
69027775	69127775	69077775	GALNTL1	Biaka.Pygmies	18	0.222222222
69057775	69157775	69107775	GALNTL1	Biaka.Pygmies	10	0.3
69087775	69187775	69137775	GALNTL1	Biaka.Pygmies	13	0.230769231
69117775	69217775	69167775	GALNTL1	Biaka.Pygmies	12	0.25
69147775	69247775	69197775	GALNTL1	Biaka.Pygmies	13	0.307692308
69177775	69277775	69227775	GALNTL1	Biaka.Pygmies	10	0.2
77873569	77973569	77923569	GCNT1	Biaka.Pygmies	47	0.255319149
77903569	78003569	77953569	GCNT1	Biaka.Pygmies	49	0.204081633
77933569	78033569	77983569	GCNT1	Biaka.Pygmies	39	0.256410256
77963569	78063569	78013569	GCNT1	Biaka.Pygmies	37	0.243243243
77993569	78093569	78043569	GCNT1	Biaka.Pygmies	33	0.212121212
78023569	78123569	78073569	GCNT1	Biaka.Pygmies	43	0.255813953
78053569	78153569	78103569	GCNT1	Biaka.Pygmies	47	0.276595745
78083569	78183569	78133569	GCNT1	Biaka.Pygmies	46	0.239130435
78113569	78213569	78163569	GCNT1	Biaka.Pygmies	31	0.290322581
78143569	78243569	78193569	GCNT1	Biaka.Pygmies	25	0.2
78173569	78273569	78223569	GCNT1	Biaka.Pygmies	16	0.125
78203569	78303569	78253569	GCNT1	Biaka.Pygmies	19	0.157894737
78233569	78333569	78283569	GCNT1	Biaka.Pygmies	25	0.32
78263569	78363569	78313569	GCNT1	Biaka.Pygmies	25	0.32
78293569	78393569	78343569	GCNT1	Biaka.Pygmies	28	0.357142857
78323569	78423569	78373569	GCNT1	Biaka.Pygmies	33	0.242424242
78353569	78453569	78403569	GCNT1	Biaka.Pygmies	37	0.216216216
78383569	78483569	78433569	GCNT1	Biaka.Pygmies	41	0.195121951
78413569	78513569	78463569	GCNT1	Biaka.Pygmies	47	0.170212766
78443569	78543569	78493569	GCNT1	Biaka.Pygmies	37	0.108108108
78473569	78573569	78523569	GCNT1	Biaka.Pygmies	35	0.142857143
78503569	78603569	78553569	GCNT1	Biaka.Pygmies	40	0.125
78533569	78633569	78583569	GCNT1	Biaka.Pygmies	33	0.181818182
78563569	78663569	78613569	GCNT1	Biaka.Pygmies	38	0.236842105
78593569	78693569	78643569	GCNT1	Biaka.Pygmies	31	0.161290323
78623569	78723569	78673569	GCNT1	Biaka.Pygmies	30	0.2
10266934	10366934	10316934	GCNT2	Biaka.Pygmies	47	0.234042553
10296934	10396934	10346934	GCNT2	Biaka.Pygmies	44	0.227272727
10326934	10426934	10376934	GCNT2	Biaka.Pygmies	44	0.181818182
10356934	10456934	10406934	GCNT2	Biaka.Pygmies	41	0.195121951
10386934	10486934	10436934	GCNT2	Biaka.Pygmies	37	0.27027027
10416934	10516934	10466934	GCNT2	Biaka.Pygmies	32	0.34375
10446934	10546934	10496934	GCNT2	Biaka.Pygmies	26	0.423076923
10476934	10576934	10526934	GCNT2	Biaka.Pygmies	31	0.387096774
10506934	10606934	10556934	GCNT2	Biaka.Pygmies	40	0.25
10536934	10636934	10586934	GCNT2	Biaka.Pygmies	51	0.137254902
10566934	10666934	10616934	GCNT2	Biaka.Pygmies	47	0.106382979
10596934	10696934	10646934	GCNT2	Biaka.Pygmies	32	0.125
10626934	10726934	10676934	GCNT2	Biaka.Pygmies	28	0.321428571
10656934	10756934	10706934	GCNT2	Biaka.Pygmies	30	0.4
10686934	10786934	10736934	GCNT2	Biaka.Pygmies	23	0.434782609
10716934	10816934	10766934	GCNT2	Biaka.Pygmies	19	0.315789474
10746934	10846934	10796934	GCNT2	Biaka.Pygmies	13	0.307692308
10776934	10876934	10826934	GCNT2	Biaka.Pygmies	15	0.133333333
10806934	10906934	10856934	GCNT2	Biaka.Pygmies	15	0.133333333
10836934	10936934	10886934	GCNT2	Biaka.Pygmies	18	0.166666667
10866934	10966934	10916934	GCNT2	Biaka.Pygmies	17	0.235294118
10896934	10996934	10946934	GCNT2	Biaka.Pygmies	21	0.333333333
10926934	11026934	10976934	GCNT2	Biaka.Pygmies	28	0.464285714
10956934	11056934	11006934	GCNT2	Biaka.Pygmies	30	0.4
10986934	11086934	11036934	GCNT2	Biaka.Pygmies	33	0.303030303
11016934	11116934	11066934	GCNT2	Biaka.Pygmies	20	0.15
11046934	11146934	11096934	GCNT2	Biaka.Pygmies	15	0.066666667
57294828	57394828	57344828	GCNT3	Biaka.Pygmies	33	0.393939394
57324828	57424828	57374828	GCNT3	Biaka.Pygmies	31	0.322580645
57354828	57454828	57404828	GCNT3	Biaka.Pygmies	27	0.148148148
57384828	57484828	57434828	GCNT3	Biaka.Pygmies	36	0.277777778
57414828	57514828	57464828	GCNT3	Biaka.Pygmies	29	0.379310345
57444828	57544828	57494828	GCNT3	Biaka.Pygmies	26	0.384615385
57474828	57574828	57524828	GCNT3	Biaka.Pygmies	22	0.272727273
57504828	57604828	57554828	GCNT3	Biaka.Pygmies	10	0.1
57534828	57634828	57584828	GCNT3	Biaka.Pygmies	9	0.111111111
57564828	57664828	57614828	GCNT3	Biaka.Pygmies	13	0.307692308
57594828	57694828	57644828	GCNT3	Biaka.Pygmies	23	0.217391304
57624828	57724828	57674828	GCNT3	Biaka.Pygmies	27	0.185185185
57654828	57754828	57704828	GCNT3	Biaka.Pygmies	30	0.166666667
57684828	57784828	57734828	GCNT3	Biaka.Pygmies	23	0.130434783
57714828	57814828	57764828	GCNT3	Biaka.Pygmies	25	0.2
57744828	57844828	57794828	GCNT3	Biaka.Pygmies	22	0.136363636
57774828	57874828	57824828	GCNT3	Biaka.Pygmies	23	0.086956522
57804828	57904828	57854828	GCNT3	Biaka.Pygmies	20	0.15
57834828	57934828	57884828	GCNT3	Biaka.Pygmies	30	0.3
57864828	57964828	57914828	GCNT3	Biaka.Pygmies	35	0.314285714
57894828	57994828	57944828	GCNT3	Biaka.Pygmies	40	0.3
57924828	58024828	57974828	GCNT3	Biaka.Pygmies	37	0.243243243
57954828	58054828	58004828	GCNT3	Biaka.Pygmies	29	0.206896552
57984828	58084828	58034828	GCNT3	Biaka.Pygmies	26	0.192307692
58014828	58114828	58064828	GCNT3	Biaka.Pygmies	25	0.16
73959815	74059815	74009815	GCNT4	Biaka.Pygmies	37	0.162162162
73989815	74089815	74039815	GCNT4	Biaka.Pygmies	25	0.08
74019815	74119815	74069815	GCNT4	Biaka.Pygmies	15	0.266666667
74049815	74149815	74099815	GCNT4	Biaka.Pygmies	10	0.4
74079815	74179815	74129815	GCNT4	Biaka.Pygmies	15	0.466666667
74109815	74209815	74159815	GCNT4	Biaka.Pygmies	12	0.5
74139815	74239815	74189815	GCNT4	Biaka.Pygmies	11	0.363636364
74169815	74269815	74219815	GCNT4	Biaka.Pygmies	11	0.363636364
74199815	74299815	74249815	GCNT4	Biaka.Pygmies	19	0.263157895
74229815	74329815	74279815	GCNT4	Biaka.Pygmies	25	0.2
74259815	74359815	74309815	GCNT4	Biaka.Pygmies	23	0.217391304
74289815	74389815	74339815	GCNT4	Biaka.Pygmies	24	0.166666667
74319815	74419815	74369815	GCNT4	Biaka.Pygmies	17	0.176470588
74349815	74449815	74399815	GCNT4	Biaka.Pygmies	11	0.181818182
74379815	74479815	74429815	GCNT4	Biaka.Pygmies	9	0.333333333
74409815	74509815	74459815	GCNT4	Biaka.Pygmies	11	0.181818182
74439815	74539815	74489815	GCNT4	Biaka.Pygmies	12	0.083333333
74469815	74569815	74519815	GCNT4	Biaka.Pygmies	9	0.111111111
74499815	74599815	74549815	GCNT4	Biaka.Pygmies	5	0.2
74529815	74629815	74579815	GCNT4	Biaka.Pygmies	3	0.666666667
74559815	74659815	74609815	GCNT4	Biaka.Pygmies	8	0.5
74589815	74689815	74639815	GCNT4	Biaka.Pygmies	11	0.454545455
74619815	74719815	74669815	GCNT4	Biaka.Pygmies	14	0.428571429
74649815	74749815	74699815	GCNT4	Biaka.Pygmies	13	0.461538462
74679815	74779815	74729815	GCNT4	Biaka.Pygmies	7	0.714285714
70286969	70386969	70336969	OGT	Biaka.Pygmies	14	0.071428571
70316969	70416969	70366969	OGT	Biaka.Pygmies	10	0.1
70346969	70446969	70396969	OGT	Biaka.Pygmies	7	0.142857143
70376969	70476969	70426969	OGT	Biaka.Pygmies	1	0
70406969	70506969	70456969	OGT	Biaka.Pygmies	2	0.5
70436969	70536969	70486969	OGT	Biaka.Pygmies	3	0.333333333
70466969	70566969	70516969	OGT	Biaka.Pygmies	2	0.5
70496969	70596969	70546969	OGT	Biaka.Pygmies	1	0
70526969	70626969	70576969	OGT	Biaka.Pygmies	0	NA
70556969	70656969	70606969	OGT	Biaka.Pygmies	0	NA
70586969	70686969	70636969	OGT	Biaka.Pygmies	1	0
70616969	70716969	70666969	OGT	Biaka.Pygmies	1	0
70646969	70746969	70696969	OGT	Biaka.Pygmies	1	0
70676969	70776969	70726969	OGT	Biaka.Pygmies	3	0.333333333
70706969	70806969	70756969	OGT	Biaka.Pygmies	4	0.25
70736969	70836969	70786969	OGT	Biaka.Pygmies	5	0.2
70766969	70866969	70816969	OGT	Biaka.Pygmies	3	0.333333333
70796969	70896969	70846969	OGT	Biaka.Pygmies	2	0
70826969	70926969	70876969	OGT	Biaka.Pygmies	0	NA
70856969	70956969	70906969	OGT	Biaka.Pygmies	1	0
70886969	70986969	70936969	OGT	Biaka.Pygmies	1	0
70916969	71016969	70966969	OGT	Biaka.Pygmies	3	0.666666667
70946969	71046969	70996969	OGT	Biaka.Pygmies	6	0.833333333
70976969	71076969	71026969	OGT	Biaka.Pygmies	9	0.888888889
71006969	71106969	71056969	OGT	Biaka.Pygmies	14	0.714285714
187735465	187835465	187785465	SIAT1	Biaka.Pygmies	19	0.052631579
187765465	187865465	187815465	SIAT1	Biaka.Pygmies	20	0.15
187795465	187895465	187845465	SIAT1	Biaka.Pygmies	28	0.321428571
187825465	187925465	187875465	SIAT1	Biaka.Pygmies	27	0.296296296
187855465	187955465	187905465	SIAT1	Biaka.Pygmies	37	0.297297297
187885465	187985465	187935465	SIAT1	Biaka.Pygmies	28	0.25
187915465	188015465	187965465	SIAT1	Biaka.Pygmies	33	0.242424242
187945465	188045465	187995465	SIAT1	Biaka.Pygmies	26	0.230769231
187975465	188075465	188025465	SIAT1	Biaka.Pygmies	24	0.083333333
188005465	188105465	188055465	SIAT1	Biaka.Pygmies	19	0.052631579
188035465	188135465	188085465	SIAT1	Biaka.Pygmies	22	0.181818182
188065465	188165465	188115465	SIAT1	Biaka.Pygmies	29	0.24137931
188095465	188195465	188145465	SIAT1	Biaka.Pygmies	35	0.257142857
188125465	188225465	188175465	SIAT1	Biaka.Pygmies	39	0.230769231
188155465	188255465	188205465	SIAT1	Biaka.Pygmies	36	0.194444444
188185465	188285465	188235465	SIAT1	Biaka.Pygmies	33	0.212121212
188215465	188315465	188265465	SIAT1	Biaka.Pygmies	26	0.153846154
188245465	188345465	188295465	SIAT1	Biaka.Pygmies	27	0.296296296
188275465	188375465	188325465	SIAT1	Biaka.Pygmies	22	0.409090909
188305465	188405465	188355465	SIAT1	Biaka.Pygmies	28	0.5
188335465	188435465	188385465	SIAT1	Biaka.Pygmies	40	0.45
188365465	188465465	188415465	SIAT1	Biaka.Pygmies	42	0.452380952
188395465	188495465	188445465	SIAT1	Biaka.Pygmies	44	0.363636364
188425465	188525465	188475465	SIAT1	Biaka.Pygmies	32	0.34375
188455465	188555465	188505465	SIAT1	Biaka.Pygmies	29	0.137931034
188485465	188585465	188535465	SIAT1	Biaka.Pygmies	31	0.193548387
188515465	188615465	188565465	SIAT1	Biaka.Pygmies	25	0.12
188545465	188645465	188595465	SIAT1	Biaka.Pygmies	22	0.136363636
188575465	188675465	188625465	SIAT1	Biaka.Pygmies	19	0.105263158
188605465	188705465	188655465	SIAT1	Biaka.Pygmies	11	0.181818182
99545776	99645776	99595776	SIAT10	Biaka.Pygmies	20	0.15
99575776	99675776	99625776	SIAT10	Biaka.Pygmies	25	0.12
99605776	99705776	99655776	SIAT10	Biaka.Pygmies	22	0.181818182
99635776	99735776	99685776	SIAT10	Biaka.Pygmies	27	0.296296296
99665776	99765776	99715776	SIAT10	Biaka.Pygmies	30	0.333333333
99695776	99795776	99745776	SIAT10	Biaka.Pygmies	33	0.272727273
99725776	99825776	99775776	SIAT10	Biaka.Pygmies	31	0.258064516
99755776	99855776	99805776	SIAT10	Biaka.Pygmies	27	0.222222222
99785776	99885776	99835776	SIAT10	Biaka.Pygmies	17	0.176470588
99815776	99915776	99865776	SIAT10	Biaka.Pygmies	14	0.214285714
99845776	99945776	99895776	SIAT10	Biaka.Pygmies	12	0.333333333
99875776	99975776	99925776	SIAT10	Biaka.Pygmies	12	0.166666667
99905776	100005776	99955776	SIAT10	Biaka.Pygmies	19	0.368421053
99935776	100035776	99985776	SIAT10	Biaka.Pygmies	17	0.411764706
99965776	100065776	100015776	SIAT10	Biaka.Pygmies	11	0.636363636
99995776	100095776	100045776	SIAT10	Biaka.Pygmies	7	0.714285714
100025776	100125776	100075776	SIAT10	Biaka.Pygmies	4	0.5
100055776	100155776	100105776	SIAT10	Biaka.Pygmies	7	0.428571429
100085776	100185776	100135776	SIAT10	Biaka.Pygmies	11	0.454545455
100115776	100215776	100165776	SIAT10	Biaka.Pygmies	12	0.25
