#window.start	window.end	window.center	Gene	Population	nsnps,daf	daf,lower
65028701	65128701	65078701	FUT8	Cambodian	8	0,875
65058701	65158701	65108701	FUT8	Cambodian	10	0,9
65088701	65188701	65138701	FUT8	Cambodian	11	0,818181818
65118701	65218701	65168701	FUT8	Cambodian	9	0,777777778
65148701	65248701	65198701	FUT8	Cambodian	6	0,666666667
65178701	65278701	65228701	FUT8	Cambodian	7	0,714285714
96743842	96843842	96793842	FUT9	Cambodian	13	0,692307692
31750883	31850883	31800883	GALNT1	Cambodian	5	0,6
31810883	31910883	31860883	GALNT1	Cambodian	6	0,666666667
153155529	153255529	153205529	GALNT10	Cambodian	14	0,642857143
153185529	153285529	153235529	GALNT10	Cambodian	10	0,6
153485529	153585529	153535529	GALNT10	Cambodian	24	0,625
153995529	154095529	154045529	GALNT10	Cambodian	15	0,6
154055529	154155529	154105529	GALNT10	Cambodian	7	0,714285714
154909031	155009031	154959031	GALNT13	Cambodian	30	0,6
11846012	11946012	11896012	GALNT18	Cambodian	15	0,6
88098598	88198598	88148598	GALNT4	Cambodian	15	0,6
88398598	88498598	88448598	GALNT4	Cambodian	15	0,6
158152879	158252879	158202879	GALNT5	Cambodian	11	0,727272727
158182879	158282879	158232879	GALNT5	Cambodian	11	0,727272727
49731968	49831968	49781968	GALNT6	Cambodian	14	0,714285714
49761968	49861968	49811968	GALNT6	Cambodian	11	0,727272727
49791968	49891968	49841968	GALNT6	Cambodian	10	0,6
172793751	172893751	172843751	GALNT7_17	Cambodian	10	0,6
173273751	173373751	173323751	GALNT7_17	Cambodian	8	0,625
174203751	174303751	174253751	GALNT7_17	Cambodian	12	0,666666667
131425942	131525942	131475942	GALNT9	Cambodian	1	1
68607775	68707775	68657775	GALNTL1	Cambodian	6	0,666666667
68667775	68767775	68717775	GALNTL1	Cambodian	5	0,6
11046934	11146934	11096934	GCNT2	Cambodian	14	0,642857143
74109815	74209815	74159815	GCNT4	Cambodian	8	0,625
74469815	74569815	74519815	GCNT4	Cambodian	6	0,666666667
188605465	188705465	188655465	SIAT1	Cambodian	14	0,642857143
68831490	68931490	68881490	SIAT4B	Cambodian	4	0,75
68861490	68961490	68911490	SIAT4B	Cambodian	4	0,75
68891490	68991490	68941490	SIAT4B	Cambodian	5	0,6
75957338	76057338	76007338	SIAT7C_E	Cambodian	18	0,666666667
75987338	76087338	76037338	SIAT7C_E	Cambodian	15	0,733333333
76017338	76117338	76067338	SIAT7C_E	Cambodian	16	0,6875
76047338	76147338	76097338	SIAT7C_E	Cambodian	10	0,6
42864475	42964475	42914475	SIAT8E	Cambodian	11	0,636363636
42894475	42994475	42944475	SIAT8E	Cambodian	10	0,6
85972499	86072499	86022499	SIAT9	Cambodian	13	0,615384615
86002499	86102499	86052499	SIAT9	Cambodian	11	0,636363636
86032499	86132499	86082499	SIAT9	Cambodian	8	0,625
86092499	86192499	86142499	SIAT9	Cambodian	14	0,642857143
86122499	86222499	86172499	SIAT9	Cambodian	17	0,647058824
86152499	86252499	86202499	SIAT9	Cambodian	16	0,625
120921370	121021370	120971370	B3GNT4	Colombian	3	0,666666667
120951370	121051370	121001370	B3GNT4	Colombian	2	1
33217013	33317013	33267013	B4GALT1	Colombian	8	0,625
33247013	33347013	33297013	B4GALT1	Colombian	8	0,625
120103382	120203382	120153382	B4GALT4	Colombian	11	0,636363636
96203842	96303842	96253842	FUT9	Colombian	10	0,7
96233842	96333842	96283842	FUT9	Colombian	8	0,875
97073842	97173842	97123842	FUT9	Colombian	3	0,666666667
31750883	31850883	31800883	GALNT1	Colombian	5	0,6
153155529	153255529	153205529	GALNT10	Colombian	10	0,6
153185529	153285529	153235529	GALNT10	Colombian	8	0,625
154519031	154619031	154569031	GALNT13	Colombian	8	0,625
154549031	154649031	154599031	GALNT13	Colombian	5	0,6
88758598	88858598	88808598	GALNT4	Colombian	11	0,636363636
68607775	68707775	68657775	GALNTL1	Colombian	5	0,6
68667775	68767775	68717775	GALNTL1	Colombian	5	0,6
70376969	70476969	70426969	OGT	Colombian	1	1
70406969	70506969	70456969	OGT	Colombian	1	1
70436969	70536969	70486969	OGT	Colombian	1	1
70676969	70776969	70726969	OGT	Colombian	2	1
70706969	70806969	70756969	OGT	Colombian	3	0,666666667
68951490	69051490	69001490	SIAT4B	Colombian	5	0,6
68981490	69081490	69031490	SIAT4B	Colombian	3	0,666666667
44115707	44215707	44165707	SIAT6	Colombian	8	0,625
44355707	44455707	44405707	SIAT6	Colombian	9	0,777777778
44385707	44485707	44435707	SIAT6	Colombian	6	0,666666667
75927338	76027338	75977338	SIAT7C_E	Colombian	17	0,705882353
75957338	76057338	76007338	SIAT7C_E	Colombian	21	0,714285714
75987338	76087338	76037338	SIAT7C_E	Colombian	18	0,666666667
42744475	42844475	42794475	SIAT8E	Colombian	10	0,6
86272499	86372499	86322499	SIAT9	Colombian	18	0,611111111
191172115	191272115	191222115	B3GALT2	Druze	9	0,777777778
191202115	191302115	191252115	B3GALT2	Druze	7	0,714285714
191292115	191392115	191342115	B3GALT2	Druze	3	0,666666667
191442115	191542115	191492115	B3GALT2	Druze	6	0,666666667
62030589	62130589	62080589	B3GNT2	Druze	8	0,75
62060589	62160589	62110589	B3GNT2	Druze	6	0,833333333
62090589	62190589	62140589	B3GNT2	Druze	5	0,8
17817176	17917176	17867176	B3GNT3	Druze	20	0,6
17847176	17947176	17897176	B3GNT3	Druze	17	0,647058824
33247013	33347013	33297013	B4GALT1	Druze	11	0,818181818
33277013	33377013	33327013	B4GALT1	Druze	10	0,7
120103382	120203382	120153382	B4GALT4	Druze	15	0,666666667
119487737	119587737	119537737	C1GALT1C1	Druze	6	0,666666667
74925452	75025452	74975452	FUT11	Druze	3	0,666666667
30162171	30262171	30212171	FUT12	Druze	10	0,7
30192171	30292171	30242171	FUT12	Druze	11	0,818181818
30222171	30322171	30272171	FUT12	Druze	8	0,625
30252171	30352171	30302171	FUT12	Druze	8	0,625
30372171	30472171	30422171	FUT12	Druze	3	0,666666667
30402171	30502171	30452171	FUT12	Druze	3	0,666666667
30432171	30532171	30482171	FUT12	Druze	3	1
30462171	30562171	30512171	FUT12	Druze	10	0,6
30492171	30592171	30542171	FUT12	Druze	12	0,666666667
30522171	30622171	30572171	FUT12	Druze	14	0,642857143
30552171	30652171	30602171	FUT12	Druze	11	0,636363636
53641528	53741528	53691528	FUT1_2	Druze	4	0,75
64998701	65098701	65048701	FUT8	Druze	8	0,625
65178701	65278701	65228701	FUT8	Druze	8	0,625
96833842	96933842	96883842	FUT9	Druze	16	0,6875
96863842	96963842	96913842	FUT9	Druze	16	0,6875
100392055	100492055	100442055	GALNT12	Druze	30	0,6
100422055	100522055	100472055	GALNT12	Druze	24	0,625
100752055	100852055	100802055	GALNT12	Druze	25	0,6
154819031	154919031	154869031	GALNT13	Druze	20	0,6
30596900	30696900	30646900	GALNT14	Druze	14	0,714285714
11756012	11856012	11806012	GALNT18	Druze	27	0,62962963
11786012	11886012	11836012	GALNT18	Druze	20	0,7
11846012	11946012	11896012	GALNT18	Druze	15	0,6
228160183	228260183	228210183	GALNT2	Druze	19	0,631578947
228370183	228470183	228420183	GALNT2	Druze	22	0,636363636
228730183	228830183	228780183	GALNT2	Druze	33	0,606060606
228760183	228860183	228810183	GALNT2	Druze	33	0,636363636
88638598	88738598	88688598	GALNT4	Druze	11	0,636363636
88758598	88858598	88808598	GALNT4	Druze	18	0,611111111
157882879	157982879	157932879	GALNT5	Druze	10	0,6
158152879	158252879	158202879	GALNT5	Druze	15	0,6
158182879	158282879	158232879	GALNT5	Druze	15	0,6
172613751	172713751	172663751	GALNT7_17	Druze	13	0,615384615
172733751	172833751	172783751	GALNT7_17	Druze	18	0,611111111
173783751	173883751	173833751	GALNT7_17	Druze	18	0,666666667
173813751	173913751	173863751	GALNT7_17	Druze	20	0,6
130975942	131075942	131025942	GALNT9	Druze	6	0,666666667
131005942	131105942	131055942	GALNT9	Druze	3	0,666666667
74109815	74209815	74159815	GCNT4	Druze	10	0,6
74409815	74509815	74459815	GCNT4	Druze	11	0,636363636
74439815	74539815	74489815	GCNT4	Druze	11	0,727272727
74469815	74569815	74519815	GCNT4	Druze	8	0,625
70526969	70626969	70576969	OGT	Druze	1	1
70556969	70656969	70606969	OGT	Druze	1	1
70586969	70686969	70636969	OGT	Druze	3	0,666666667
68831490	68931490	68881490	SIAT4B	Druze	3	0,666666667
72214592	72314592	72264592	SIAT7A_B	Druze	8	0,625
77007338	77107338	77057338	SIAT7C_E	Druze	18	0,611111111
77037338	77137338	77087338	SIAT7C_E	Druze	16	0,625
22457968	22557968	22507968	SIAT8A	Druze	10	0,6
22487968	22587968	22537968	SIAT8A	Druze	10	0,6
100010916	100110916	100060916	SIAT8D	Druze	15	0,6
191322115	191422115	191372115	B3GALT2	French	5	0,6
191352115	191452115	191402115	B3GALT2	French	8	0,625
191382115	191482115	191432115	B3GALT2	French	10	0,6
191412115	191512115	191462115	B3GALT2	French	7	0,714285714
191442115	191542115	191492115	B3GALT2	French	6	0,833333333
191472115	191572115	191522115	B3GALT2	French	9	0,666666667
191502115	191602115	191552115	B3GALT2	French	10	0,6
39698604	39798604	39748604	B3GALT5	French	18	0,666666667
62030589	62130589	62080589	B3GNT2	French	8	0,625
32977013	33077013	33027013	B4GALT1	French	33	0,606060606
33217013	33317013	33267013	B4GALT1	French	11	0,727272727
33247013	33347013	33297013	B4GALT1	French	8	0,75
33277013	33377013	33327013	B4GALT1	French	8	0,625
120103382	120203382	120153382	B4GALT4	French	13	0,615384615
7376187	7476187	7426187	C1GALT1	French	23	0,608695652
74925452	75025452	74975452	FUT11	French	4	0,75
30162171	30262171	30212171	FUT12	French	9	0,666666667
30192171	30292171	30242171	FUT12	French	10	0,8
30372171	30472171	30422171	FUT12	French	3	0,666666667
30402171	30502171	30452171	FUT12	French	3	0,666666667
53641528	53741528	53691528	FUT1_2	French	5	0,8
64998701	65098701	65048701	FUT8	French	8	0,625
154055529	154155529	154105529	GALNT10	French	12	0,666666667
228400183	228500183	228450183	GALNT2	French	42	0,595238095
228670183	228770183	228720183	GALNT2	French	36	0,638888889
88068598	88168598	88118598	GALNT4	French	13	0,615384615
88098598	88198598	88148598	GALNT4	French	18	0,611111111
88518598	88618598	88568598	GALNT4	French	15	0,6
88758598	88858598	88808598	GALNT4	French	18	0,611111111
157432879	157532879	157482879	GALNT5	French	15	0,666666667
158152879	158252879	158202879	GALNT5	French	15	0,6
158182879	158282879	158232879	GALNT5	French	15	0,6
49731968	49831968	49781968	GALNT6	French	16	0,625
49761968	49861968	49811968	GALNT6	French	14	0,642857143
50361968	50461968	50411968	GALNT6	French	15	0,6
50391968	50491968	50441968	GALNT6	French	13	0,615384615
172613751	172713751	172663751	GALNT7_17	French	13	0,615384615
173423751	173523751	173473751	GALNT7_17	French	13	0,615384615
173783751	173883751	173833751	GALNT7_17	French	16	0,625
130975942	131075942	131025942	GALNT9	French	6	0,666666667
131005942	131105942	131055942	GALNT9	French	3	0,666666667
68997775	69097775	69047775	GALNTL1	French	20	0,6
69057775	69157775	69107775	GALNTL1	French	9	0,666666667
74409815	74509815	74459815	GCNT4	French	12	0,666666667
74439815	74539815	74489815	GCNT4	French	12	0,75
74469815	74569815	74519815	GCNT4	French	9	0,666666667
74649815	74749815	74699815	GCNT4	French	15	0,6
70526969	70626969	70576969	OGT	French	1	1
70556969	70656969	70606969	OGT	French	1	1
70586969	70686969	70636969	OGT	French	4	0,75
70616969	70716969	70666969	OGT	French	3	0,666666667
70646969	70746969	70696969	OGT	French	3	0,666666667
70766969	70866969	70816969	OGT	French	3	0,666666667
99965776	100065776	100015776	SIAT10	French	12	0,666666667
99995776	100095776	100045776	SIAT10	French	9	0,666666667
100025776	100125776	100075776	SIAT10	French	5	0,8
100055776	100155776	100105776	SIAT10	French	8	0,625
68831490	68931490	68881490	SIAT4B	French	3	0,666666667
68861490	68961490	68911490	SIAT4B	French	4	0,75
68891490	68991490	68941490	SIAT4B	French	5	0,6
44115707	44215707	44165707	SIAT6	French	12	0,75
44145707	44245707	44195707	SIAT6	French	15	0,733333333
77007338	77107338	77057338	SIAT7C_E	French	18	0,611111111
77037338	77137338	77087338	SIAT7C_E	French	16	0,625
129681436	129781436	129731436	SIAT7D_F	French	10	0,7
129711436	129811436	129761436	SIAT7D_F	French	10	0,6
22457968	22557968	22507968	SIAT8A	French	10	0,6
22487968	22587968	22537968	SIAT8A	French	10	0,6
39458604	39558604	39508604	B3GALT5	Han	11	0,636363636
39488604	39588604	39538604	B3GALT5	Han	9	0,666666667
39698604	39798604	39748604	B3GALT5	Han	15	0,6
65471040	65571040	65521040	B3GNT1	Han	15	0,6
61880589	61980589	61930589	B3GNT2	Han	15	0,6
18087176	18187176	18137176	B3GNT3	Han	17	0,647058824
33217013	33317013	33267013	B4GALT1	Han	11	0,727272727
33247013	33347013	33297013	B4GALT1	Han	8	0,75
33277013	33377013	33327013	B4GALT1	Han	8	0,625
120103382	120203382	120153382	B4GALT4	Han	13	0,615384615
120613382	120713382	120663382	B4GALT4	Han	21	0,619047619
75405452	75505452	75455452	FUT11	Han	11	0,636363636
75435452	75535452	75485452	FUT11	Han	10	0,6
30072171	30172171	30122171	FUT12	Han	6	0,666666667
30132171	30232171	30182171	FUT12	Han	6	0,666666667
64968701	65068701	65018701	FUT8	Han	7	0,857142857
64998701	65098701	65048701	FUT8	Han	5	1
65028701	65128701	65078701	FUT8	Han	6	0,666666667
153305529	153405529	153355529	GALNT10	Han	15	0,666666667
153335529	153435529	153385529	GALNT10	Han	11	0,636363636
153365529	153465529	153415529	GALNT10	Han	7	0,714285714
153395529	153495529	153445529	GALNT10	Han	8	0,625
153455529	153555529	153505529	GALNT10	Han	15	0,6
153485529	153585529	153535529	GALNT10	Han	24	0,708333333
153545529	153645529	153595529	GALNT10	Han	33	0,606060606
154849031	154949031	154899031	GALNT13	Han	25	0,6
30596900	30696900	30646900	GALNT14	Han	11	0,636363636
228400183	228500183	228450183	GALNT2	Han	41	0,707317073
88428598	88528598	88478598	GALNT4	Han	15	0,6
88608598	88708598	88658598	GALNT4	Han	8	0,625
88638598	88738598	88688598	GALNT4	Han	10	0,6
158152879	158252879	158202879	GALNT5	Han	11	0,636363636
158182879	158282879	158232879	GALNT5	Han	11	0,727272727
50391968	50491968	50441968	GALNT6	Han	13	0,615384615
172793751	172893751	172843751	GALNT7_17	Han	10	0,6
174353751	174453751	174403751	GALNT7_17	Han	15	0,6
131125942	131225942	131175942	GALNT9	Han	14	0,642857143
131425942	131525942	131475942	GALNT9	Han	1	1
131545942	131645942	131595942	GALNT9	Han	13	0,615384615
68607775	68707775	68657775	GALNTL1	Han	7	0,714285714
68667775	68767775	68717775	GALNTL1	Han	5	0,6
68907775	69007775	68957775	GALNTL1	Han	11	0,636363636
68937775	69037775	68987775	GALNTL1	Han	16	0,625
68967775	69067775	69017775	GALNTL1	Han	19	0,631578947
68997775	69097775	69047775	GALNTL1	Han	20	0,65
69057775	69157775	69107775	GALNTL1	Han	8	0,625
74109815	74209815	74159815	GCNT4	Han	10	0,7
74439815	74539815	74489815	GCNT4	Han	10	0,6
188605465	188705465	188655465	SIAT1	Han	15	0,6
99995776	100095776	100045776	SIAT10	Han	8	0,625
100025776	100125776	100075776	SIAT10	Han	5	0,8
100055776	100155776	100105776	SIAT10	Han	8	0,625
44115707	44215707	44165707	SIAT6	Han	11	0,727272727
44145707	44245707	44195707	SIAT6	Han	14	0,642857143
76287338	76387338	76337338	SIAT7C_E	Han	37	0,594594595
76317338	76417338	76367338	SIAT7C_E	Han	38	0,631578947
76377338	76477338	76427338	SIAT7C_E	Han	36	0,638888889
76407338	76507338	76457338	SIAT7C_E	Han	24	0,666666667
76437338	76537338	76487338	SIAT7C_E	Han	27	0,62962963
76557338	76657338	76607338	SIAT7C_E	Han	25	0,6
191172115	191272115	191222115	B3GALT2	Hazara	6	0,833333333
191202115	191302115	191252115	B3GALT2	Hazara	5	0,6
39458604	39558604	39508604	B3GALT5	Hazara	12	0,75
39488604	39588604	39538604	B3GALT5	Hazara	10	0,8
39698604	39798604	39748604	B3GALT5	Hazara	17	0,647058824
62000589	62100589	62050589	B3GNT2	Hazara	8	0,625
62030589	62130589	62080589	B3GNT2	Hazara	9	0,777777778
62060589	62160589	62110589	B3GNT2	Hazara	7	0,857142857
62090589	62190589	62140589	B3GNT2	Hazara	5	0,8
32917013	33017013	32967013	B4GALT1	Hazara	24	0,625
32947013	33047013	32997013	B4GALT1	Hazara	29	0,620689655
33217013	33317013	33267013	B4GALT1	Hazara	11	0,727272727
33247013	33347013	33297013	B4GALT1	Hazara	8	0,75
33277013	33377013	33327013	B4GALT1	Hazara	8	0,625
120103382	120203382	120153382	B4GALT4	Hazara	13	0,615384615
6896187	6996187	6946187	C1GALT1	Hazara	5	0,6
30012171	30112171	30062171	FUT12	Hazara	14	0,642857143
30042171	30142171	30092171	FUT12	Hazara	15	0,666666667
30072171	30172171	30122171	FUT12	Hazara	10	0,8
30102171	30202171	30152171	FUT12	Hazara	11	0,636363636
30132171	30232171	30182171	FUT12	Hazara	10	0,8
30162171	30262171	30212171	FUT12	Hazara	9	0,666666667
30192171	30292171	30242171	FUT12	Hazara	8	0,625
64968701	65068701	65018701	FUT8	Hazara	8	0,875
64998701	65098701	65048701	FUT8	Hazara	9	1
65028701	65128701	65078701	FUT8	Hazara	10	0,8
65058701	65158701	65108701	FUT8	Hazara	13	0,769230769
65088701	65188701	65138701	FUT8	Hazara	14	0,714285714
65118701	65218701	65168701	FUT8	Hazara	11	0,636363636
65148701	65248701	65198701	FUT8	Hazara	8	0,625
65178701	65278701	65228701	FUT8	Hazara	8	0,625
96893842	96993842	96943842	FUT9	Hazara	20	0,6
97073842	97173842	97123842	FUT9	Hazara	5	0,6
151394698	151494698	151444698	GALNT11_15	Hazara	5	0,6
30596900	30696900	30646900	GALNT14	Hazara	13	0,615384615
166666007	166766007	166716007	GALNT3	Hazara	15	0,6
88428598	88528598	88478598	GALNT4	Hazara	15	0,6
88608598	88708598	88658598	GALNT4	Hazara	8	0,625
88638598	88738598	88688598	GALNT4	Hazara	10	0,6
88758598	88858598	88808598	GALNT4	Hazara	15	0,666666667
157882879	157982879	157932879	GALNT5	Hazara	10	0,6
158092879	158192879	158142879	GALNT5	Hazara	13	0,615384615
158122879	158222879	158172879	GALNT5	Hazara	14	0,642857143
158152879	158252879	158202879	GALNT5	Hazara	14	0,714285714
158182879	158282879	158232879	GALNT5	Hazara	14	0,714285714
50361968	50461968	50411968	GALNT6	Hazara	16	0,625
50391968	50491968	50441968	GALNT6	Hazara	13	0,615384615
172793751	172893751	172843751	GALNT7_17	Hazara	11	0,636363636
173753751	173853751	173803751	GALNT7_17	Hazara	13	0,692307692
173783751	173883751	173833751	GALNT7_17	Hazara	16	0,625
131425942	131525942	131475942	GALNT9	Hazara	1	1
68607775	68707775	68657775	GALNTL1	Hazara	8	0,625
68667775	68767775	68717775	GALNTL1	Hazara	9	0,666666667
68997775	69097775	69047775	GALNTL1	Hazara	20	0,6
69057775	69157775	69107775	GALNTL1	Hazara	8	0,625
74109815	74209815	74159815	GCNT4	Hazara	10	0,6
74409815	74509815	74459815	GCNT4	Hazara	11	0,636363636
74439815	74539815	74489815	GCNT4	Hazara	11	0,727272727
74469815	74569815	74519815	GCNT4	Hazara	8	0,625
70526969	70626969	70576969	OGT	Hazara	1	1
70556969	70656969	70606969	OGT	Hazara	1	1
68831490	68931490	68881490	SIAT4B	Hazara	4	0,75
68861490	68961490	68911490	SIAT4B	Hazara	5	0,8
68891490	68991490	68941490	SIAT4B	Hazara	6	0,666666667
44115707	44215707	44165707	SIAT6	Hazara	11	0,636363636
76377338	76477338	76427338	SIAT7C_E	Hazara	38	0,657894737
99830916	99930916	99880916	SIAT8D	Hazara	6	0,666666667
99860916	99960916	99910916	SIAT8D	Hazara	8	0,625
17754449	17854449	17804449	SIAT8F	Hazara	16	0,625
17784449	17884449	17834449	SIAT8F	Hazara	12	0,75
65471040	65571040	65521040	B3GNT1	Japanese	15	0,6
17457176	17557176	17507176	B3GNT3	Japanese	14	0,714285714
17487176	17587176	17537176	B3GNT3	Japanese	13	0,615384615
18087176	18187176	18137176	B3GNT3	Japanese	17	0,647058824
120103382	120203382	120153382	B4GALT4	Japanese	13	0,615384615
119817737	119917737	119867737	C1GALT1C1	Japanese	7	0,714285714
30072171	30172171	30122171	FUT12	Japanese	6	0,666666667
30492171	30592171	30542171	FUT12	Japanese	9	0,666666667
30522171	30622171	30572171	FUT12	Japanese	11	0,727272727
93543691	93643691	93593691	FUT4	Japanese	19	0,684210526
5982265	6082265	6032265	FUT5_6	Japanese	16	0,625
6042265	6142265	6092265	FUT5_6	Japanese	18	0,611111111
6072265	6172265	6122265	FUT5_6	Japanese	15	0,6
6102265	6202265	6152265	FUT5_6	Japanese	11	0,636363636
64938701	65038701	64988701	FUT8	Japanese	13	0,615384615
64968701	65068701	65018701	FUT8	Japanese	7	0,857142857
64998701	65098701	65048701	FUT8	Japanese	6	1
65028701	65128701	65078701	FUT8	Japanese	7	0,714285714
65058701	65158701	65108701	FUT8	Japanese	10	0,7
65088701	65188701	65138701	FUT8	Japanese	12	0,666666667
65118701	65218701	65168701	FUT8	Japanese	10	0,7
65178701	65278701	65228701	FUT8	Japanese	7	0,714285714
65208701	65308701	65258701	FUT8	Japanese	8	0,625
96893842	96993842	96943842	FUT9	Japanese	20	0,6
97073842	97173842	97123842	FUT9	Japanese	5	0,6
153365529	153465529	153415529	GALNT10	Japanese	6	0,666666667
153485529	153585529	153535529	GALNT10	Japanese	18	0,666666667
100242055	100342055	100292055	GALNT12	Japanese	30	0,666666667
154429031	154529031	154479031	GALNT13	Japanese	23	0,608695652
154489031	154589031	154539031	GALNT13	Japanese	16	0,625
155209031	155309031	155259031	GALNT13	Japanese	22	0,636363636
30596900	30696900	30646900	GALNT14	Japanese	12	0,666666667
30626900	30726900	30676900	GALNT14	Japanese	19	0,684210526
166516007	166616007	166566007	GALNT3	Japanese	15	0,6
158152879	158252879	158202879	GALNT5	Japanese	10	0,6
158182879	158282879	158232879	GALNT5	Japanese	10	0,7
130945942	131045942	130995942	GALNT9	Japanese	5	0,6
68607775	68707775	68657775	GALNTL1	Japanese	7	0,714285714
68637775	68737775	68687775	GALNTL1	Japanese	8	0,625
68667775	68767775	68717775	GALNTL1	Japanese	6	0,666666667
68907775	69007775	68957775	GALNTL1	Japanese	10	0,6
74079815	74179815	74129815	GCNT4	Japanese	10	0,6
74109815	74209815	74159815	GCNT4	Japanese	9	0,777777778
74499815	74599815	74549815	GCNT4	Japanese	3	0,666666667
100025776	100125776	100075776	SIAT10	Japanese	4	0,75
100205776	100305776	100255776	SIAT10	Japanese	11	0,636363636
68831490	68931490	68881490	SIAT4B	Japanese	4	0,75
68861490	68961490	68911490	SIAT4B	Japanese	5	0,8
68891490	68991490	68941490	SIAT4B	Japanese	6	0,666666667
44115707	44215707	44165707	SIAT6	Japanese	11	0,636363636
76407338	76507338	76457338	SIAT7C_E	Japanese	22	0,636363636
99770916	99870916	99820916	SIAT8D	Japanese	6	0,666666667
99830916	99930916	99880916	SIAT8D	Japanese	5	0,6
42864475	42964475	42914475	SIAT8E	Japanese	11	0,727272727
42894475	42994475	42944475	SIAT8E	Japanese	9	0,666666667
17784449	17884449	17834449	SIAT8F	Japanese	10	0,7
86032499	86132499	86082499	SIAT9	Japanese	8	0,625
65891040	65991040	65941040	B3GNT1	Kalash	6	0,666666667
66131040	66231040	66181040	B3GNT1	Kalash	3	0,666666667
66161040	66261040	66211040	B3GNT1	Kalash	4	0,75
18057176	18157176	18107176	B3GNT3	Kalash	15	0,6
121401370	121501370	121451370	B3GNT4	Kalash	3	0,666666667
121431370	121531370	121481370	B3GNT4	Kalash	3	0,666666667
121461370	121561370	121511370	B3GNT4	Kalash	5	0,6
184062970	184162970	184112970	B3GNT5	Kalash	12	0,666666667
184212970	184312970	184262970	B3GNT5	Kalash	15	0,6
33369383	33469383	33419383	FUT10	Kalash	12	0,666666667
33399383	33499383	33449383	FUT10	Kalash	12	0,75
74925452	75025452	74975452	FUT11	Kalash	3	0,666666667
30372171	30472171	30422171	FUT12	Kalash	3	0,666666667
30402171	30502171	30452171	FUT12	Kalash	3	0,666666667
53641528	53741528	53691528	FUT1_2	Kalash	3	0,666666667
96893842	96993842	96943842	FUT9	Kalash	19	0,631578947
97073842	97173842	97123842	FUT9	Kalash	5	0,6
153995529	154095529	154045529	GALNT10	Kalash	16	0,6875
154025529	154125529	154075529	GALNT10	Kalash	18	0,722222222
154055529	154155529	154105529	GALNT10	Kalash	12	0,666666667
151394698	151494698	151444698	GALNT11_15	Kalash	5	0,6
88488598	88588598	88538598	GALNT4	Kalash	16	0,6875
88518598	88618598	88568598	GALNT4	Kalash	14	0,714285714
88548598	88648598	88598598	GALNT4	Kalash	11	0,636363636
173423751	173523751	173473751	GALNT7_17	Kalash	13	0,615384615
173753751	173853751	173803751	GALNT7_17	Kalash	12	0,666666667
173783751	173883751	173833751	GALNT7_17	Kalash	14	0,642857143
173813751	173913751	173863751	GALNT7_17	Kalash	16	0,625
131005942	131105942	131055942	GALNT9	Kalash	3	0,666666667
74379815	74479815	74429815	GCNT4	Kalash	9	0,666666667
74409815	74509815	74459815	GCNT4	Kalash	11	0,818181818
74439815	74539815	74489815	GCNT4	Kalash	10	0,9
74469815	74569815	74519815	GCNT4	Kalash	7	0,857142857
70526969	70626969	70576969	OGT	Kalash	1	1
70556969	70656969	70606969	OGT	Kalash	1	1
70766969	70866969	70816969	OGT	Kalash	3	0,666666667
99965776	100065776	100015776	SIAT10	Kalash	9	0,888888889
99995776	100095776	100045776	SIAT10	Kalash	6	0,666666667
68831490	68931490	68881490	SIAT4B	Kalash	3	0,666666667
71884592	71984592	71934592	SIAT7A_B	Kalash	11	0,636363636
76047338	76147338	76097338	SIAT7C_E	Kalash	10	0,6
22457968	22557968	22507968	SIAT8A	Kalash	10	0,6
22487968	22587968	22537968	SIAT8A	Kalash	10	0,6
17724449	17824449	17774449	SIAT8F	Kalash	20	0,6
17754449	17854449	17804449	SIAT8F	Kalash	15	0,6
17784449	17884449	17834449	SIAT8F	Kalash	10	0,6
121521370	121621370	121571370	B3GNT4	Karitiana	7	0,857142857
121551370	121651370	121601370	B3GNT4	Karitiana	6	0,833333333
121581370	121681370	121631370	B3GNT4	Karitiana	3	0,666666667
76744680	76844680	76794680	B3GNT6	Karitiana	6	0,666666667
33217013	33317013	33267013	B4GALT1	Karitiana	8	0,625
33247013	33347013	33297013	B4GALT1	Karitiana	8	0,75
33277013	33377013	33327013	B4GALT1	Karitiana	7	0,714285714
119397737	119497737	119447737	C1GALT1C1	Karitiana	14	0,642857143
119427737	119527737	119477737	C1GALT1C1	Karitiana	12	0,666666667
119457737	119557737	119507737	C1GALT1C1	Karitiana	8	0,625
119817737	119917737	119867737	C1GALT1C1	Karitiana	5	0,6
32979383	33079383	33029383	FUT10	Karitiana	8	0,625
33249383	33349383	33299383	FUT10	Karitiana	10	0,6
33279383	33379383	33329383	FUT10	Karitiana	8	0,625
33489383	33589383	33539383	FUT10	Karitiana	15	0,6
33549383	33649383	33599383	FUT10	Karitiana	8	0,625
33579383	33679383	33629383	FUT10	Karitiana	6	0,666666667
96203842	96303842	96253842	FUT9	Karitiana	10	0,6
96233842	96333842	96283842	FUT9	Karitiana	8	0,625
97073842	97173842	97123842	FUT9	Karitiana	3	0,666666667
154519031	154619031	154569031	GALNT13	Karitiana	8	0,625
154549031	154649031	154599031	GALNT13	Karitiana	5	0,6
155209031	155309031	155259031	GALNT13	Karitiana	17	0,647058824
155239031	155339031	155289031	GALNT13	Karitiana	25	0,6
228400183	228500183	228450183	GALNT2	Karitiana	36	0,75
